figure_id,panel_id,plot_role,row_id,citation_short,measured_or_model,marker_group,load_model_id,x_variable,y_variable,x_value,y_value,rho_L,Gamma_div,rho_L_class,visual_encoding,source_table,claim_supported,caveat
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.03,0.9708737864,0.03,0.9708737864,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1116702342,0.8995473381,0.1116702342,0.8995473381,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1170371449,0.8952253777,0.1170371449,0.8952253777,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1226619913,0.8907400515,0.1226619913,0.8907400515,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1285571697,0.8860871446,0.1285571697,0.8860871446,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1347356725,0.8812625039,0.1347356725,0.8812625039,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1412111163,0.8762620568,0.1412111163,0.8762620568,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1479977723,0.8710818297,0.1479977723,0.8710818297,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1551105973,0.8657179688,0.1551105973,0.8657179688,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1625652671,0.8601667608,0.1625652671,0.8601667608,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.170378211,0.8544246557,0.170378211,0.8544246557,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1785666478,0.8484882903,0.1785666478,0.8484882903,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1871486237,0.8423545124,0.1871486237,0.8423545124,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.1961430523,0.8360204058,0.1961430523,0.8360204058,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.2055697564,0.8294833166,0.2055697564,0.8294833166,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.2154495112,0.8227408796,0.2154495112,0.8227408796,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.2258040905,0.815791045,0.2258040905,0.815791045,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.2366563145,0.808632106,0.2366563145,0.808632106,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.2480301002,0.8012627258,0.2480301002,0.8012627258,low_lt_0p25,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.2599505141,0.7936819651,0.2599505141,0.7936819651,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.2724438272,0.7858893089,0.2724438272,0.7858893089,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.2855375734,0.7778846925,0.2855375734,0.7778846925,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.2992606096,0.7696685273,0.2992606096,0.7696685273,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.3136431797,0.7612417249,0.3136431797,0.7612417249,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.3287169813,0.7526057197,0.3287169813,0.7526057197,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.344515235,0.7437624907,0.344515235,0.7437624907,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.3610727584,0.73471458,0.3610727584,0.73471458,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.3784260421,0.7254651098,0.3784260421,0.7254651098,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.3966133308,0.7160177967,0.3966133308,0.7160177967,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.415674707,0.7063769629,0.415674707,0.7063769629,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.4356521796,0.6965475442,0.4356521796,0.6965475442,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.4565897766,0.6865350946,0.4565897766,0.6865350946,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.4785336418,0.6763457873,0.4785336418,0.6763457873,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.501532137,0.6659864117,0.501532137,0.6659864117,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.5256359479,0.6554643664,0.5256359479,0.6554643664,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.5508981964,0.6447876478,0.5508981964,0.6447876478,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.5773745575,0.6339648343,0.5773745575,0.6339648343,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.6051233818,0.623005067,0.6051233818,0.623005067,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.6342058243,0.6119180247,0.6342058243,0.6119180247,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.6646859793,0.6007138958,0.6646859793,0.6007138958,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.6966310213,0.5894033455,0.6966310213,0.5894033455,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.7301113532,0.5779974787,0.7301113532,0.5779974787,intermediate_0p25_to_lt_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.7652007616,0.5665078,0.7652007616,0.5665078,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.8019765793,0.5549461694,0.8019765793,0.5549461694,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.8405198558,0.5433247552,0.8405198558,0.5433247552,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.8809155357,0.531655984,0.8809155357,0.531655984,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.9232526462,0.5199524888,0.9232526462,0.5199524888,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,0.9676244931,0.5082270543,0.9676244931,0.5082270543,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.014128867,0.4964925614,1.014128867,0.4964925614,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.062868257,0.4847619313,1.062868257,0.4847619313,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.113950079,0.4730480677,1.113950079,0.4730480677,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.167486911,0.461363801,1.167486911,0.461363801,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.223596743,0.4497218316,1.223596743,0.4497218316,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.282403233,0.4381346756,1.282403233,0.4381346756,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.344035983,0.4266146114,1.344035983,0.4266146114,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.408630825,0.4151736287,1.408630825,0.4151736287,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.476330118,0.4038233807,1.476330118,0.4038233807,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.547283063,0.392575138,1.547283063,0.392575138,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
phase2a_summary_route1_decision_gate,A,divider_curve,divider_curve,analytic divider,analytic,analytic_curve,source_native,rho_L,Gamma_div,1.621646031,0.3814397475,1.621646031,0.3814397475,high_gte_0p75,black line,analytic Gamma_div=1/(1+rho_L),Divider mapping used for summary anchor placement.,Analytic curve only; not empirical data.
