dataset,source_file,quantity,summary_type,n,denominator,minimum,p05,q25,median,q75,p95,maximum,fraction,numerator,design_description,interpretation
phase05_global_uncertainty_N96,results/phase05/global_uncertainty_samples.csv,SMI,descriptive_percentile_range,96,96,0.0198904472387786,0.030270519536932397,0.05552737086132925,0.08129476342646019,0.10246361541650588,0.18981001681214849,0.2606140385439706,,,deterministic Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_global_uncertainty_N96,results/phase05/global_uncertainty_samples.csv,fraction_high_SMI,design_fraction,96,96,,,,,,,,0.0,0,deterministic Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,SMI,descriptive_percentile_range,96,96,0.0195468002521984,0.027219982369076676,0.05056510390643455,0.08046800978974805,0.11314410497157831,0.17718850077244644,0.3537256135675415,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,Gamma_h_to_d,descriptive_percentile_range,96,96,0.642733440460358,0.7519779278720127,0.8318952955096295,0.8716804442734319,0.9043152211246622,0.9434122818629016,0.961586814233642,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,Gamma_h_to_s,descriptive_percentile_range,96,96,0.0580737161258932,0.06372851278360095,0.0745126935296104,0.0802535393940772,0.08763329047473672,0.09907448375921721,0.1056120300851953,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,A_h_mV,descriptive_percentile_range,96,96,7.5680835007706575,8.41139552290091,10.652643888044405,14.24453197952624,18.676749752111522,23.245343327127394,24.358497302127954,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,active_Gamma_h_to_d,descriptive_percentile_range,96,96,0.650414551161107,0.7538450295963226,0.8327290498817191,0.8724729308363931,0.9043642807510524,0.9433993597299852,0.9617200117328646,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,active_Gamma_h_to_s,descriptive_percentile_range,96,96,0.0585893269846129,0.065483780234942,0.076007685711169,0.0836815366299041,0.09066192229588949,0.10277677894934673,0.1109862383713137,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,active_A_h_mV,descriptive_percentile_range,96,96,7.598866325282998,8.444258059946442,10.638167686152194,14.370439250818382,19.285264583385526,24.952558059301268,27.857127017878945,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,dynamic_SMI_abs_50Hz,descriptive_percentile_range,96,96,0.0397628082202228,0.060638098626238854,0.10651765351922318,0.14761575589279108,0.20313378667015772,0.32667238033825846,0.5477846870550043,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,synaptic_conductance_scale,descriptive_percentile_range,96,96,0.5039117130873392,0.5387861376773186,0.7090426114403094,1.0047732705131698,1.415750906952732,1.8463273936604336,1.9828047589369784,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,fraction_low_SMI,design_fraction,96,96,,,,,,,,0.9895833333333334,95,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,fraction_intermediate_SMI,design_fraction,96,96,,,,,,,,0.010416666666666666,1,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N96,results/phase05_1/global_uncertainty_samples_N96.csv,fraction_high_SMI,design_fraction,96,96,,,,,,,,0.0,0,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,SMI,descriptive_percentile_range,192,192,0.0182870949830554,0.02885637223050989,0.0504989805701023,0.0798521152296712,0.11244292952149107,0.19308898952154466,0.2965795790906287,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,Gamma_h_to_d,descriptive_percentile_range,192,192,0.6632531535625935,0.7437331948960401,0.82602525656603,0.8670903372661829,0.9080490081712739,0.9459721048242298,0.9643224006760392,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,Gamma_h_to_s,descriptive_percentile_range,192,192,0.0581470118287147,0.06464639487325931,0.07217511251633169,0.0793983299808418,0.08768693184811373,0.10161588070485582,0.1132224065846461,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,A_h_mV,descriptive_percentile_range,192,192,7.532920221087071,8.285326598950997,10.679413133975828,14.215257145916624,18.468924765989964,22.795376128488662,26.32220631418296,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,active_Gamma_h_to_d,descriptive_percentile_range,192,192,0.6653786508244173,0.7495512104776506,0.8278779215823739,0.8677965156545648,0.9084820505443988,0.9466439033478324,0.9647246684513348,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,active_Gamma_h_to_s,descriptive_percentile_range,192,192,0.0577931858803868,0.06698877728723067,0.07427396154653747,0.0832289530559916,0.09070699116381113,0.10678834085488194,0.124445665715541,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,active_A_h_mV,descriptive_percentile_range,192,192,7.527180037324485,8.419828097735888,10.702677224102501,14.522463630414869,19.09209156617999,24.17785584148119,32.012697285652976,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,dynamic_SMI_abs_50Hz,descriptive_percentile_range,192,192,0.0372569539743903,0.05751745101579822,0.1017336543837458,0.15364323688488585,0.2109604184174509,0.34198925963665083,0.5069421454116695,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,synaptic_conductance_scale,descriptive_percentile_range,192,192,0.5015990464690503,0.5382303783155236,0.7078432219109899,0.9992965017072217,1.4126736022350759,1.8638463098146538,1.985869260556883,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,fraction_low_SMI,design_fraction,192,192,,,,,,,,0.9947916666666666,191,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,fraction_intermediate_SMI,design_fraction,192,192,,,,,,,,0.005208333333333333,1,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N192,results/phase05_1/global_uncertainty_samples_N192.csv,fraction_high_SMI,design_fraction,192,192,,,,,,,,0.0,0,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,SMI,descriptive_percentile_range,384,384,0.0159912893622726,0.02931598418163082,0.05184815335561395,0.07783472268332994,0.11619293966224228,0.17695366787269134,0.3191275870065878,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,Gamma_h_to_d,descriptive_percentile_range,384,384,0.6607078441300812,0.7585627373270234,0.8251328010904969,0.871846588521069,0.9068004213606032,0.9404478977889511,0.9661216329410924,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,Gamma_h_to_s,descriptive_percentile_range,384,384,0.0544141747462408,0.06402399434738305,0.07337214475518712,0.0798834991160894,0.08701158211766362,0.10068247348320501,0.1134019036644019,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,A_h_mV,descriptive_percentile_range,384,384,7.617291832451308,8.313694078335855,10.614484033201173,14.2512090999232,18.272917243028473,22.63784064869854,25.26677904867713,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,active_Gamma_h_to_d,descriptive_percentile_range,384,384,0.6616386633732944,0.760271378603925,0.8274583021057835,0.8740089110439385,0.9075725218510159,0.9408816737821539,0.9670328826764316,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,active_Gamma_h_to_s,descriptive_percentile_range,384,384,0.0551396645044325,0.06679598825724664,0.07585458600841585,0.08298718692879635,0.09084347683428376,0.10416286877916817,0.1166463199163314,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,active_A_h_mV,descriptive_percentile_range,384,384,7.622430399974296,8.333441429080603,10.808097093051181,14.503800085017645,18.833867049540277,23.78987526779663,28.63990189697411,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,dynamic_SMI_abs_50Hz,descriptive_percentile_range,384,384,0.0353288128034189,0.0636052648357584,0.10330035399094555,0.14701055333994756,0.2123001881918114,0.31680472650057884,0.504205070473783,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,synaptic_conductance_scale,descriptive_percentile_range,384,384,0.5015974989303728,0.5365138217151832,0.7068400762582493,0.9993173371048001,1.411398004106628,1.8623441246818249,1.993049047423946,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,fraction_low_SMI,design_fraction,384,384,,,,,,,,0.9947916666666666,382,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,fraction_intermediate_SMI,design_fraction,384,384,,,,,,,,0.005208333333333333,2,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N384,results/phase05_1/global_uncertainty_samples_N384.csv,fraction_high_SMI,design_fraction,384,384,,,,,,,,0.0,0,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,SMI,descriptive_percentile_range,768,768,0.0153452363336609,0.03169278813745226,0.052193225341799175,0.07878732729522336,0.11255057013645142,0.18265105787026853,0.3166475577547006,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,Gamma_h_to_d,descriptive_percentile_range,768,768,0.6611307253636066,0.7485297571698323,0.8243343699159276,0.8682962517050126,0.909942863471713,0.9386911352402577,0.9612988246266214,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,Gamma_h_to_s,descriptive_percentile_range,768,768,0.0499722181974015,0.06409365877233049,0.07281597789953174,0.07962420335786535,0.08743679185486058,0.09951567377794239,0.1115402231898649,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,A_h_mV,descriptive_percentile_range,768,768,7.110394562180364,8.190195332951493,10.729907603525595,14.193852462684866,18.68836068906615,22.978205287236886,25.518563531094607,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,active_Gamma_h_to_d,descriptive_percentile_range,768,768,0.6619370566281711,0.751158537963089,0.8267575373956109,0.8708513408140615,0.9108012403142762,0.9403803347542851,0.9615894419082875,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,active_Gamma_h_to_s,descriptive_percentile_range,768,768,0.0504435188120526,0.06549378471850614,0.07525928273316,0.08294636649858166,0.09142608305655665,0.10348275473217732,0.1194537329395066,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,active_A_h_mV,descriptive_percentile_range,768,768,7.135144732959009,8.269786895667986,10.89015987434162,14.54371164850405,19.330375064631525,24.0262965585717,34.43291970036973,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,dynamic_SMI_abs_50Hz,descriptive_percentile_range,768,768,0.0408734704948299,0.06541667377180779,0.09960141203741249,0.15198826100330076,0.21335984193029678,0.3354133541313922,0.5104020844275803,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,synaptic_conductance_scale,descriptive_percentile_range,768,768,0.5000754569577166,0.5363249809746977,0.7076107717683842,1.0001052873064142,1.4129251784576449,1.8645477657494467,1.997478376760725,,,deterministic progressive Latin-hypercube sensitivity design,descriptive range across sampled parameter combinations; not a confidence interval
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,fraction_low_SMI,design_fraction,768,768,,,,,,,,0.9856770833333334,757,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,fraction_intermediate_SMI,design_fraction,768,768,,,,,,,,0.014322916666666666,11,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase05_1_global_uncertainty_N768,results/phase05_1/global_uncertainty_samples_N768.csv,fraction_high_SMI,design_fraction,768,768,,,,,,,,0.0,0,deterministic progressive Latin-hypercube sensitivity design,fraction of sampled parameter combinations; not biological prevalence
phase03_passive_morphology_challenge,results/phase03/smi_challenge_suite.csv,SMI,descriptive_percentile_range,24,24,0.1469958973453735,0.1910410538946367,0.25324431347290355,0.31827895257655214,0.673016621070871,0.8,0.8,,,designed passive morphology challenge,descriptive range across sampled parameter combinations; not a confidence interval
phase03_passive_morphology_challenge,results/phase03/smi_challenge_suite.csv,Gamma_h_to_d,descriptive_percentile_range,24,24,0.1592547637537136,0.36430701552792616,0.43420768874112414,0.6690716751165546,0.7006670014321335,0.7670706822845803,0.8374902345397077,,,designed passive morphology challenge,descriptive range across sampled parameter combinations; not a confidence interval
phase03_passive_morphology_challenge,results/phase03/smi_challenge_suite.csv,Gamma_h_to_s,descriptive_percentile_range,24,24,0.0186007854818371,0.025040411160383386,0.03775042961755985,0.0483996983071535,0.05602820251187984,0.08486518480096304,0.119902671613921,,,designed passive morphology challenge,descriptive range across sampled parameter combinations; not a confidence interval
phase03_passive_morphology_challenge,results/phase03/smi_challenge_suite.csv,A_h_mV,descriptive_percentile_range,24,24,9.86884059121962,13.332892944006234,18.94738742958694,21.092439921566204,23.712488088854922,33.28137854286897,39.97771720401353,,,designed passive morphology challenge,descriptive range across sampled parameter combinations; not a confidence interval
phase03_passive_morphology_challenge,results/phase03/smi_challenge_suite.csv,fraction_low_SMI,design_fraction,24,24,,,,,,,,0.25,6,designed passive morphology challenge,fraction of sampled parameter combinations; not biological prevalence
phase03_passive_morphology_challenge,results/phase03/smi_challenge_suite.csv,fraction_intermediate_SMI,design_fraction,24,24,,,,,,,,0.5,12,designed passive morphology challenge,fraction of sampled parameter combinations; not biological prevalence
phase03_passive_morphology_challenge,results/phase03/smi_challenge_suite.csv,fraction_high_SMI,design_fraction,24,24,,,,,,,,0.25,6,designed passive morphology challenge,fraction of sampled parameter combinations; not biological prevalence
phase04_active_nonlinear_challenge,results/phase04/active_smi_challenge_suite.csv,SMI,descriptive_percentile_range,47,47,0.1703479796317179,0.1703479796317179,0.2563370673812175,0.265259968825251,0.8,0.8,0.8,,,designed active nonlinear challenge,descriptive range across sampled parameter combinations; not a confidence interval
phase04_active_nonlinear_challenge,results/phase04/active_smi_challenge_suite.csv,Gamma_h_to_d,descriptive_percentile_range,47,47,0.3617667106910616,0.36280295369255305,0.46055695199411295,0.6994068116087395,0.7069863410904882,0.8097393493065764,0.8839175123454218,,,designed active nonlinear challenge,descriptive range across sampled parameter combinations; not a confidence interval
phase04_active_nonlinear_challenge,results/phase04/active_smi_challenge_suite.csv,Gamma_h_to_s,descriptive_percentile_range,47,47,0.0167060176338243,0.02220120118859091,0.03447354190444825,0.0482833662915085,0.0523610810360338,0.07152838456228673,0.0741767281584963,,,designed active nonlinear challenge,descriptive range across sampled parameter combinations; not a confidence interval
phase04_active_nonlinear_challenge,results/phase04/active_smi_challenge_suite.csv,A_h_mV,descriptive_percentile_range,47,47,16.23658431893675,16.536685944832037,21.583013280897035,22.70268002102175,29.68345005966073,50.26176917934581,64.66924853019461,,,designed active nonlinear challenge,descriptive range across sampled parameter combinations; not a confidence interval
phase04_active_nonlinear_challenge,results/phase04/active_smi_challenge_suite.csv,fraction_low_SMI,design_fraction,47,47,,,,,,,,0.23404255319148937,11,designed active nonlinear challenge,fraction of sampled parameter combinations; not biological prevalence
phase04_active_nonlinear_challenge,results/phase04/active_smi_challenge_suite.csv,fraction_intermediate_SMI,design_fraction,47,47,,,,,,,,0.425531914893617,20,designed active nonlinear challenge,fraction of sampled parameter combinations; not biological prevalence
phase04_active_nonlinear_challenge,results/phase04/active_smi_challenge_suite.csv,fraction_high_SMI,design_fraction,47,47,,,,,,,,0.3404255319148936,16,designed active nonlinear challenge,fraction of sampled parameter combinations; not biological prevalence
phase06_exploratory_scenario_uncertainty,results/phase06/scenario_uncertainty_samples.csv,SMI,descriptive_percentile_range,72,72,0.0272768005113277,0.03703858648214466,0.044157691172971275,0.05668944356167745,0.07230206134328884,0.09635841129366529,0.1124897996716215,,,exploratory deterministic stress-test sensitivity screen,descriptive range across sampled parameter combinations; not a confidence interval
phase06_exploratory_scenario_uncertainty,results/phase06/scenario_uncertainty_samples.csv,Gamma_h_to_d,descriptive_percentile_range,72,72,0.8314531826960564,0.8489059869065189,0.8830073088323859,0.905872753448261,0.9247196635962005,0.936131219320504,0.952247312389134,,,exploratory deterministic stress-test sensitivity screen,descriptive range across sampled parameter combinations; not a confidence interval
phase06_exploratory_scenario_uncertainty,results/phase06/scenario_uncertainty_samples.csv,Gamma_h_to_s,descriptive_percentile_range,72,72,0.0793847322264188,0.0811663674341496,0.08490490096061418,0.0864916759660741,0.08792236045372533,0.09041862487113875,0.0920937875007574,,,exploratory deterministic stress-test sensitivity screen,descriptive range across sampled parameter combinations; not a confidence interval
phase06_exploratory_scenario_uncertainty,results/phase06/scenario_uncertainty_samples.csv,A_h_mV,descriptive_percentile_range,72,72,10.260130132755528,11.264399251089635,13.167429861893698,14.983725957819878,16.672984422223298,20.504390848974708,23.70407885268945,,,exploratory deterministic stress-test sensitivity screen,descriptive range across sampled parameter combinations; not a confidence interval
phase06_exploratory_scenario_uncertainty,results/phase06/scenario_uncertainty_samples.csv,dynamic_SMI_abs_50Hz,descriptive_percentile_range,72,72,0.0508955176607462,0.06910827105979377,0.08239273814208863,0.10577315803005514,0.13490610674252052,0.17978449760287896,0.2098745194241657,,,exploratory deterministic stress-test sensitivity screen,descriptive range across sampled parameter combinations; not a confidence interval
phase06_exploratory_scenario_uncertainty,results/phase06/scenario_uncertainty_samples.csv,fraction_low_SMI,design_fraction,72,72,,,,,,,,1.0,72,exploratory deterministic stress-test sensitivity screen,fraction of sampled parameter combinations; not biological prevalence
phase06_exploratory_scenario_uncertainty,results/phase06/scenario_uncertainty_samples.csv,fraction_intermediate_SMI,design_fraction,72,72,,,,,,,,0.0,0,exploratory deterministic stress-test sensitivity screen,fraction of sampled parameter combinations; not biological prevalence
phase06_exploratory_scenario_uncertainty,results/phase06/scenario_uncertainty_samples.csv,fraction_high_SMI,design_fraction,72,72,,,,,,,,0.0,0,exploratory deterministic stress-test sensitivity screen,fraction of sampled parameter combinations; not biological prevalence
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,SMI,descriptive_percentile_range,3584,3584,0.0035248631606878,0.028430280693594906,0.0523325154290685,0.0829555898936192,0.1241993199713954,0.2888290843332006,3.596799143559052,,,Phase 2 derived non-exploratory descriptor rows,descriptive range across sampled parameter combinations; not a confidence interval
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,observed_Gamma_h_to_d,descriptive_percentile_range,3584,3584,0.0422189192185744,0.5212492371776571,0.8129654412754357,0.8650821761895233,0.907554077898995,0.9451791482197708,0.9936383424931666,,,Phase 2 derived non-exploratory descriptor rows,descriptive range across sampled parameter combinations; not a confidence interval
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,Gamma_divider,descriptive_percentile_range,3584,3584,0.2175426788880217,0.7758981098344097,0.8895219755385054,0.9233988995783584,0.9502699815298103,0.9723556642816668,0.9964875178582162,,,Phase 2 derived non-exploratory descriptor rows,descriptive range across sampled parameter combinations; not a confidence interval
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,residual,descriptive_percentile_range,3584,3584,-0.4924279287147093,-0.2156142855081623,-0.0804190247696947,-0.05630955426192065,-0.03884379974240075,-0.02207763861988303,0.0294707858985771,,,Phase 2 derived non-exploratory descriptor rows,descriptive range across sampled parameter combinations; not a confidence interval
phase2_standardized_nonexploratory,results/revision_restart/phase2/phase2_standardized_descriptor_table.csv,absolute_residual,descriptive_percentile_range,3584,3584,0.0012454223909468,0.022125664732404772,0.03884379974240075,0.05630955426192065,0.0804190247696947,0.21561428550816222,0.4924279287147093,,,Phase 2 derived non-exploratory descriptor rows,descriptive range across sampled parameter combinations; not a confidence interval
