target,regime,top_scalar_family,top_scalar_family_abs_spearman,near_tied_families,useful_families,weak_families,best_model_family_by_cv_rmse,best_model_family_cv_rmse,target_specific_recommendation,smi_language,caveat
A_h_mV,progressive_uncertainty_N192,synaptic-drive family,0.9798923898549448,synaptic-drive family,synaptic-drive family,component family; dynamic/impedance family; DC neck/load ratio family,synaptic-drive family,0.7899918706755888,Use synaptic-drive and impedance/component context for amplitude.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
A_h_mV,progressive_uncertainty_N384,synaptic-drive family,0.9828692875757744,synaptic-drive family,synaptic-drive family,DC neck/load ratio family; component family; dynamic/impedance family,synaptic-drive family,0.7074172073563593,Use synaptic-drive and impedance/component context for amplitude.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
A_h_mV,progressive_uncertainty_N768,synaptic-drive family,0.9823911334581594,synaptic-drive family,synaptic-drive family,DC neck/load ratio family; component family; dynamic/impedance family,synaptic-drive family,0.7783316685499689,Use synaptic-drive and impedance/component context for amplitude.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
A_h_mV,progressive_uncertainty_N96,synaptic-drive family,0.9829395176538928,synaptic-drive family,synaptic-drive family,component family; dynamic/impedance family; DC neck/load ratio family,synaptic-drive family,0.7553184982269915,Use synaptic-drive and impedance/component context for amplitude.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
A_h_mV,spatial_convergence,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,component family,0.0009380307781732,Use synaptic-drive and impedance/component context for amplitude.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
A_h_mV,timestep_convergence_intermediate,DC neck/load ratio family,,,,,DC neck/load ratio family,0.000735136232146,Use synaptic-drive and impedance/component context for amplitude.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,active_nonlinear_challenge,dynamic/impedance family,0.7642191103949166,dynamic/impedance family,dynamic/impedance family; component family,,component family,0.0072014103706696,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,all_nonexploratory,dynamic/impedance family,0.6353300954850283,dynamic/impedance family,dynamic/impedance family,synaptic-drive family,dynamic/impedance family,0.0066328428834793,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,baseline_reference_targets,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,DC neck/load ratio family,0.1078728940878479,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,exploratory_matched_baseline_comparisons,component family,0.4180458150680087,component family,,DC neck/load ratio family,component family,0.0133306394029891,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,exploratory_mechanistic_decomposition,DC neck/load ratio family,0.627376434428478,DC neck/load ratio family,DC neck/load ratio family,dynamic/impedance family,DC neck/load ratio family,0.0016709078454461,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,exploratory_scenario_uncertainty,DC neck/load ratio family,0.8087336806225482,DC neck/load ratio family; component family; dynamic/impedance family,DC neck/load ratio family; component family; dynamic/impedance family,synaptic-drive family,synaptic-drive family,0.0013884161518276,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,exploratory_scenarios,component family,0.4180458150680087,component family; dynamic/impedance family,,synaptic-drive family; DC neck/load ratio family,component family,0.0133306394029891,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,fixed_load_geometry_sweep,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,component family,0.0341648524881695,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,global_uncertainty_N96,DC neck/load ratio family,0.6640159792809716,DC neck/load ratio family,DC neck/load ratio family,synaptic-drive family,dynamic/impedance family,0.0066361888888341,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,matched_neck_heterogeneous_load,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,component family,0.0002588344582642,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,passive_morphology_challenge,dynamic/impedance family,0.8161232439547772,dynamic/impedance family,dynamic/impedance family; component family,DC neck/load ratio family,component family,0.0140270124718541,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,progressive_uncertainty_N192,DC neck/load ratio family,0.6595159660844387,DC neck/load ratio family; dynamic/impedance family,DC neck/load ratio family; dynamic/impedance family,synaptic-drive family,dynamic/impedance family,0.0068387623539707,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,progressive_uncertainty_N384,DC neck/load ratio family,0.632653533740643,DC neck/load ratio family; dynamic/impedance family,DC neck/load ratio family; dynamic/impedance family,synaptic-drive family,dynamic/impedance family,0.0066973269322259,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,progressive_uncertainty_N768,dynamic/impedance family,0.639887706319839,dynamic/impedance family; DC neck/load ratio family,dynamic/impedance family; DC neck/load ratio family,synaptic-drive family,dynamic/impedance family,0.0065272639893214,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,progressive_uncertainty_N96,DC neck/load ratio family,0.619948998790625,DC neck/load ratio family; dynamic/impedance family,DC neck/load ratio family,synaptic-drive family,dynamic/impedance family,0.0069248294458492,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,spatial_convergence,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,DC neck/load ratio family,0.0001137930709097,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
Gamma_h_to_s,timestep_convergence_intermediate,DC neck/load ratio family,,,,,DC neck/load ratio family,0.0001607230857051,Use downstream transfer/impedance families for somatic transfer.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,active_nonlinear_challenge,dynamic/impedance family,0.7653922151771637,dynamic/impedance family,dynamic/impedance family,,dynamic/impedance family,0.0254031659717248,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,all_nonexploratory,dynamic/impedance family,0.853168249141717,dynamic/impedance family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,synaptic-drive family,0.0070124388857174,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,baseline_reference_targets,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,component family,0.0451877314858109,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,exploratory_matched_baseline_comparisons,DC neck/load ratio family,0.8891294852363679,DC neck/load ratio family,DC neck/load ratio family; component family,,component family,0.0027021559469635,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,exploratory_mechanistic_decomposition,DC neck/load ratio family,0.7637626158259734,DC neck/load ratio family,DC neck/load ratio family,dynamic/impedance family,DC neck/load ratio family,0.0006509743099104,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,exploratory_scenario_uncertainty,DC neck/load ratio family,0.997138079619268,DC neck/load ratio family; component family; dynamic/impedance family,DC neck/load ratio family; component family; dynamic/impedance family,synaptic-drive family,DC neck/load ratio family,0.0009439762769871,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,exploratory_scenarios,dynamic/impedance family,0.9277173833298088,dynamic/impedance family; DC neck/load ratio family,dynamic/impedance family; DC neck/load ratio family; component family,synaptic-drive family,dynamic/impedance family,0.0021831694596299,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,fixed_load_geometry_sweep,DC neck/load ratio family,0.9526145163407272,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,component family,0.0779114397048004,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,global_uncertainty_N96,dynamic/impedance family,0.8595248437050147,dynamic/impedance family; component family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,component family,0.0063648582582978,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,matched_neck_heterogeneous_load,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,DC neck/load ratio family,0.0030564489384817,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,passive_morphology_challenge,dynamic/impedance family,0.8527246067375862,dynamic/impedance family,dynamic/impedance family; component family,,component family,0.062079778019085,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,progressive_uncertainty_N192,dynamic/impedance family,0.8651672392082983,dynamic/impedance family; component family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,component family,0.0069781641611674,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,progressive_uncertainty_N384,dynamic/impedance family,0.8466594342553042,dynamic/impedance family; component family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,synaptic-drive family,0.0066737514050671,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,progressive_uncertainty_N768,dynamic/impedance family,0.8553648581663993,dynamic/impedance family; component family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,synaptic-drive family,0.0072119782984322,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,progressive_uncertainty_N96,dynamic/impedance family,0.832952403603256,dynamic/impedance family; component family,dynamic/impedance family; component family,synaptic-drive family,synaptic-drive family,0.0059693957818982,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,spatial_convergence,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,DC neck/load ratio family,0.0001220544472392,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
absolute_residual,timestep_convergence_intermediate,DC neck/load ratio family,,,,,DC neck/load ratio family,0.0004468555794421,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,active_nonlinear_challenge,DC neck/load ratio family,0.9249061498523896,DC neck/load ratio family,DC neck/load ratio family; component family,,component family,0.0381227297972955,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,all_nonexploratory,dynamic/impedance family,0.9991379526954228,dynamic/impedance family,dynamic/impedance family; DC neck/load ratio family; component family,synaptic-drive family,dynamic/impedance family,0.006089761006756,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,baseline_reference_targets,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,DC neck/load ratio family,0.3002102434889284,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,exploratory_matched_baseline_comparisons,component family,0.8535247333498628,component family; DC neck/load ratio family,component family; DC neck/load ratio family,,component family,0.0101818355403406,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,exploratory_mechanistic_decomposition,DC neck/load ratio family,0.8455943246644705,DC neck/load ratio family,DC neck/load ratio family,dynamic/impedance family,DC neck/load ratio family,0.0006509743099104,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,exploratory_scenario_uncertainty,DC neck/load ratio family,0.9995498102771884,DC neck/load ratio family; component family; dynamic/impedance family,DC neck/load ratio family; component family; dynamic/impedance family,synaptic-drive family,DC neck/load ratio family,0.0009439762769872,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,exploratory_scenarios,dynamic/impedance family,0.8945961041329386,dynamic/impedance family; component family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,dynamic/impedance family,0.0076540831638647,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,fixed_load_geometry_sweep,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,component family,0.0942773028926375,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,global_uncertainty_N96,dynamic/impedance family,0.9987385220482388,dynamic/impedance family; component family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,dynamic/impedance family,0.0062216627873734,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,matched_neck_heterogeneous_load,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,component family,0.0025258910520432,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,passive_morphology_challenge,DC neck/load ratio family,0.9423418891382008,DC neck/load ratio family,DC neck/load ratio family; component family,,component family,0.067391548148192,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,progressive_uncertainty_N192,dynamic/impedance family,0.9992264511023722,dynamic/impedance family; component family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,component family,0.0069973178939769,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,progressive_uncertainty_N384,dynamic/impedance family,0.9990747200668432,dynamic/impedance family; component family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,component family,0.0055041448124839,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,progressive_uncertainty_N768,dynamic/impedance family,0.9991071016071024,dynamic/impedance family; component family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,dynamic/impedance family,0.0059559112769684,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,progressive_uncertainty_N96,dynamic/impedance family,0.996798828870826,dynamic/impedance family; component family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,dynamic/impedance family,0.007384754414575,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,spatial_convergence,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,DC neck/load ratio family,0.0001190831129266,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
observed_Gamma_h_to_d,timestep_convergence_intermediate,DC neck/load ratio family,,,,,DC neck/load ratio family,0.0004468555794421,Use the analytic divider as the first-order local expectation and report residual departures.,"Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
residual,active_nonlinear_challenge,dynamic/impedance family,0.7663306990029615,dynamic/impedance family,dynamic/impedance family,,dynamic/impedance family,0.0282994467830424,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
residual,all_nonexploratory,dynamic/impedance family,0.853168249141717,dynamic/impedance family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,synaptic-drive family,0.0070138520154685,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
residual,baseline_reference_targets,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,component family,0.0451877314858109,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
residual,exploratory_matched_baseline_comparisons,component family,0.6903508872682713,component family,component family,DC neck/load ratio family,component family,0.0073985276898358,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
residual,exploratory_mechanistic_decomposition,DC neck/load ratio family,0.7637626158259734,DC neck/load ratio family,DC neck/load ratio family,dynamic/impedance family,DC neck/load ratio family,0.0006509743099104,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
residual,exploratory_scenario_uncertainty,DC neck/load ratio family,0.997138079619268,DC neck/load ratio family; component family; dynamic/impedance family,DC neck/load ratio family; component family; dynamic/impedance family,synaptic-drive family,DC neck/load ratio family,0.0009439762769871,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
residual,exploratory_scenarios,dynamic/impedance family,0.8346969818789098,dynamic/impedance family,dynamic/impedance family; component family,DC neck/load ratio family; synaptic-drive family,component family,0.0073985276898358,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
residual,fixed_load_geometry_sweep,DC neck/load ratio family,0.9526145163407272,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,component family,0.0779114397048004,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
residual,global_uncertainty_N96,dynamic/impedance family,0.8595248437050147,dynamic/impedance family; component family,dynamic/impedance family; component family; DC neck/load ratio family,synaptic-drive family,component family,0.0063648582582978,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
residual,matched_neck_heterogeneous_load,DC neck/load ratio family,1.0,DC neck/load ratio family; component family,DC neck/load ratio family; component family,,DC neck/load ratio family,0.0030564489384817,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
residual,passive_morphology_challenge,dynamic/impedance family,0.8527246067375862,dynamic/impedance family,dynamic/impedance family; component family,,component family,0.062079778019085,"Use component, conductance, and dynamic/impedance families for residual-domain precision.","Describe SMI as a compact coordinate for the divider family, not as a universal predictor.",Family rankings are descriptive over designed/sensitivity rows and depend on available columns.
