relative_path,status,before_sha256,after_sha256,before_size_bytes,after_size_bytes
public_release/spine-divider-residuals/docs/MODEL_SPECIFICATION.md,unchanged,40a2509343239de7fe5629ac6da3a41f4f44dc7f873e5c4be707eb4d6932c0af,40a2509343239de7fe5629ac6da3a41f4f44dc7f873e5c4be707eb4d6932c0af,6965,6965
public_release/spine-divider-residuals/docs/PROJECT_STATE.md,unchanged,250620320449a44b13eac4e5b5fda68620a0f45ef7a8f6169e2667341152f87e,250620320449a44b13eac4e5b5fda68620a0f45ef7a8f6169e2667341152f87e,116659,116659
public_release/spine-divider-residuals/docs/TRACEABILITY_MATRIX.csv,unchanged,370a338f2137c0efbd8789919a3bd58fa521208559dc3f621338d25591865cf1,370a338f2137c0efbd8789919a3bd58fa521208559dc3f621338d25591865cf1,12115,12115
public_release/spine-divider-residuals/docs/UNIT_AUDIT.md,unchanged,f79a8bf91a1baa895c2f7a2e7e22df8323e79a89186ffb9f997da3f66ccfc8ed,f79a8bf91a1baa895c2f7a2e7e22df8323e79a89186ffb9f997da3f66ccfc8ed,6115,6115
public_release/spine-divider-residuals/environment.yml,unchanged,54eec02024c3e381c63e3eb07117d57d96130b9641b578acaa41988a38927052,54eec02024c3e381c63e3eb07117d57d96130b9641b578acaa41988a38927052,174,174
public_release/spine-divider-residuals/manuscript/BUILD_INSTRUCTIONS.md,unchanged,db896ce4183f7cb74a3b39ce3201345d3c653c9879b260a5ec5a21b05e325e35,db896ce4183f7cb74a3b39ce3201345d3c653c9879b260a5ec5a21b05e325e35,1592,1592
public_release/spine-divider-residuals/manuscript/CLAIM_TO_SOURCE_LEDGER.csv,unchanged,fbb2c45fbc6bf606c71597c03b314753eebf2f1e6407ebc3bd1367515c64c44b,fbb2c45fbc6bf606c71597c03b314753eebf2f1e6407ebc3bd1367515c64c44b,7989,7989
public_release/spine-divider-residuals/manuscript/FIGURE_EMBEDDING_REPORT.md,unchanged,13703e92f5c070fc5b73442f4003cb5f2da90f53c2e7cdf7bc2d14823909360e,13703e92f5c070fc5b73442f4003cb5f2da90f53c2e7cdf7bc2d14823909360e,1709,1709
public_release/spine-divider-residuals/manuscript/FIGURE_SOURCE_MANIFEST.csv,unchanged,d9f29041f3adecf14ce968f6266b9d3421d8498ca4ca8a473a77f4836118174c,d9f29041f3adecf14ce968f6266b9d3421d8498ca4ca8a473a77f4836118174c,6341,6341
public_release/spine-divider-residuals/manuscript/FORMATTING_FIX_REPORT.md,unchanged,cd914c51a272a0e683b8b6254ca2966347bdf3e8ae2a5f3616224adae3b46928,cd914c51a272a0e683b8b6254ca2966347bdf3e8ae2a5f3616224adae3b46928,1728,1728
public_release/spine-divider-residuals/manuscript/JOURNAL_TARGET_ASSESSMENT.md,unchanged,92eadb769a7c388dbe20bb87d7ca3a5fdf93294b26010bb0efdcc22e2e882674,92eadb769a7c388dbe20bb87d7ca3a5fdf93294b26010bb0efdcc22e2e882674,8372,8372
public_release/spine-divider-residuals/manuscript/LATEX_PRODUCTION_AUDIT.md,unchanged,b56e8fbdbb90902eabc29aa574fcd440bd6ccbc7cf263b029395cdeac0948848,b56e8fbdbb90902eabc29aa574fcd440bd6ccbc7cf263b029395cdeac0948848,3444,3444
public_release/spine-divider-residuals/manuscript/LATEX_VALIDATION_REPORT.md,unchanged,fc486ae1af2e2ecd3ed8ad3e5865c9874130e83ffbdcdfbe3d45e8b36dd76843,fc486ae1af2e2ecd3ed8ad3e5865c9874130e83ffbdcdfbe3d45e8b36dd76843,2571,2571
public_release/spine-divider-residuals/manuscript/NUMERICAL_VERIFICATION_REPORT.md,unchanged,81068cb4d0bca70660743b1ff7a01a45c146d514cfd70a38f68ef6917adbcdfe,81068cb4d0bca70660743b1ff7a01a45c146d514cfd70a38f68ef6917adbcdfe,5789,5789
public_release/spine-divider-residuals/manuscript/PUBLICATION_GUIDE.md,unchanged,c74435c5e05feabb92306d165a90264ed5f14f8aa6e07cad9b62c40eb2bc676c,c74435c5e05feabb92306d165a90264ed5f14f8aa6e07cad9b62c40eb2bc676c,1326,1326
public_release/spine-divider-residuals/manuscript/PUBLISHER_PROOF_REPORT.md,unchanged,85a54e176f29df2787a858a5ebf35c39bc24cf642219325fa2ea55f508d52698,85a54e176f29df2787a858a5ebf35c39bc24cf642219325fa2ea55f508d52698,2377,2377
public_release/spine-divider-residuals/manuscript/TABLE_SOURCE_MANIFEST.csv,unchanged,5c87727ed46516480acbd860389be7ca865e0b5fefe6e3c136effb437750b164,5c87727ed46516480acbd860389be7ca865e0b5fefe6e3c136effb437750b164,3097,3097
public_release/spine-divider-residuals/manuscript/figures/Fig1_architecture.pdf,unchanged,1db25142b23b34d3978b7172b92b457a6997177d4b4be6c99dd2b0eda9ca37d0,1db25142b23b34d3978b7172b92b457a6997177d4b4be6c99dd2b0eda9ca37d0,1172374,1172374
public_release/spine-divider-residuals/manuscript/figures/Fig1_architecture.png,unchanged,e1e9bbedaab9f6e0f56f498ce069b5a0e840383f4173b95c5b64c15b2da89960,e1e9bbedaab9f6e0f56f498ce069b5a0e840383f4173b95c5b64c15b2da89960,980478,980478
public_release/spine-divider-residuals/manuscript/figures/Fig1_architecture.svg,unchanged,7d7591ca8481c17bac17ac23a402485d50e078a6b34ac655f67b12227af1cd88,7d7591ca8481c17bac17ac23a402485d50e078a6b34ac655f67b12227af1cd88,308,308
public_release/spine-divider-residuals/manuscript/figures/Fig2A_low_trace.svg,unchanged,af37c5645e962d2814ef453194b831ef1f9b1a2e9931cc2cc10a22ad77bc2b46,af37c5645e962d2814ef453194b831ef1f9b1a2e9931cc2cc10a22ad77bc2b46,333122,333122
public_release/spine-divider-residuals/manuscript/figures/Fig2B_intermediate_trace.svg,unchanged,6771c4ad3421f13dec3487563f5de3dac750e5e2ffcbd87c859bfab122bdeeda,6771c4ad3421f13dec3487563f5de3dac750e5e2ffcbd87c859bfab122bdeeda,333936,333936
public_release/spine-divider-residuals/manuscript/figures/Fig2C_high_trace.svg,unchanged,bc5fa9a9228f5d2c0e6241375d5cf30bb69627d84bc5ab8eae070bd7345e6ac7,bc5fa9a9228f5d2c0e6241375d5cf30bb69627d84bc5ab8eae070bd7345e6ac7,335436,335436
public_release/spine-divider-residuals/manuscript/figures/Fig2_baseline_traces.pdf,unchanged,2aa4c49e84ca1fcdf87f76a61753b64154fa2fa7c6192270f547de45a1290e22,2aa4c49e84ca1fcdf87f76a61753b64154fa2fa7c6192270f547de45a1290e22,476791,476791
public_release/spine-divider-residuals/manuscript/figures/Fig2_baseline_traces.png,unchanged,a86f5737c67998b6c31b8621fcd66f3c8a9d77bb3a04ba8d86a9c9d2bd09db96,a86f5737c67998b6c31b8621fcd66f3c8a9d77bb3a04ba8d86a9c9d2bd09db96,25110,25110
public_release/spine-divider-residuals/manuscript/figures/Fig2_baseline_traces.svg,unchanged,e94bc84e209fdf3b38761d300122433b1ee15f82cc33229903100f8f775cb4e6,e94bc84e209fdf3b38761d300122433b1ee15f82cc33229903100f8f775cb4e6,1194114,1194114
public_release/spine-divider-residuals/manuscript/figures/Fig3A_fixed_load_somatic.svg,unchanged,6911a3157e945b16fcd6022216c085d9410f5d9fc871f0432dc9faf974e2e070,6911a3157e945b16fcd6022216c085d9410f5d9fc871f0432dc9faf974e2e070,31501,31501
public_release/spine-divider-residuals/manuscript/figures/Fig3B_fixed_load_amplitude.svg,unchanged,954b1533b483aa59aba07e6ecec37836f5e69e258701ce959db726c2cee469a7,954b1533b483aa59aba07e6ecec37836f5e69e258701ce959db726c2cee469a7,31690,31690
public_release/spine-divider-residuals/manuscript/figures/Fig3C_matched_neck_somatic.svg,unchanged,d7709e251d6efec7c5aa21de3da44da900e82c753ef0141185c775a45e898a89,d7709e251d6efec7c5aa21de3da44da900e82c753ef0141185c775a45e898a89,3119,3119
public_release/spine-divider-residuals/manuscript/figures/Fig3D_matched_neck_amplitude.svg,unchanged,57bfb8f3e759585e8982c414a5b8241746d118155c562eb29fa456daa4384b64,57bfb8f3e759585e8982c414a5b8241746d118155c562eb29fa456daa4384b64,3099,3099
public_release/spine-divider-residuals/manuscript/figures/Fig3_divider_residuals.pdf,unchanged,c48d73a4706d09b4365b5f11e65e56683f937b1b1d9d57418b394f62b0836ee4,c48d73a4706d09b4365b5f11e65e56683f937b1b1d9d57418b394f62b0836ee4,128142,128142
public_release/spine-divider-residuals/manuscript/figures/Fig3_divider_residuals.png,unchanged,e01644ad8ddc4b0b5795316784d0dfa1cd6b08590fe8aa9c8f27e96009382dfe,e01644ad8ddc4b0b5795316784d0dfa1cd6b08590fe8aa9c8f27e96009382dfe,619589,619589
public_release/spine-divider-residuals/manuscript/figures/Fig3_divider_residuals.svg,unchanged,cab4878258c9e2a3c6dd3f25693847787e48575c60b6d90ea4760d06e3c3c891,cab4878258c9e2a3c6dd3f25693847787e48575c60b6d90ea4760d06e3c3c891,1304932,1304932
public_release/spine-divider-residuals/manuscript/figures/Fig3_load_normalization.pdf,unchanged,66f201e53beca36aef7bb0d8828aa31c80faf960f2545f6fb010c3d33928f709,66f201e53beca36aef7bb0d8828aa31c80faf960f2545f6fb010c3d33928f709,70222,70222
public_release/spine-divider-residuals/manuscript/figures/Fig3_load_normalization.png,unchanged,62418f3f0f6a5eff436e24831b58d41eaa9ceed6c349d5f19e7a971d6e536201,62418f3f0f6a5eff436e24831b58d41eaa9ceed6c349d5f19e7a971d6e536201,32585,32585
public_release/spine-divider-residuals/manuscript/figures/Fig3_load_normalization.svg,unchanged,2d23504f963b74da140ecb21c98e8207e92e2a4977f54670d049e31af9f2d2ee,2d23504f963b74da140ecb21c98e8207e92e2a4977f54670d049e31af9f2d2ee,97928,97928
public_release/spine-divider-residuals/manuscript/figures/Fig4A_passive_local.svg,unchanged,a23a1f8a1c22b4c6d522087abe38b24af4a8b2912ab83edc39757e3099ccf3be,a23a1f8a1c22b4c6d522087abe38b24af4a8b2912ab83edc39757e3099ccf3be,2615,2615
public_release/spine-divider-residuals/manuscript/figures/Fig4B_impedance_spectrum.svg,unchanged,cb35b6e29f1680823f3f8acec5ee388f23a67fcfc6a0e1587d0495213ce9f817,cb35b6e29f1680823f3f8acec5ee388f23a67fcfc6a0e1587d0495213ce9f817,843,843
public_release/spine-divider-residuals/manuscript/figures/Fig4_passive_domain.pdf,unchanged,623d5a2a6aa3bc753587a0b31774665c67c7a39936016697e237970fbb2622fe,623d5a2a6aa3bc753587a0b31774665c67c7a39936016697e237970fbb2622fe,4974,4974
public_release/spine-divider-residuals/manuscript/figures/Fig4_passive_domain.png,unchanged,ee6e9c1a6b971aad5c86880b4d8689c43765633c906f135bd7e4ebc0227005d8,ee6e9c1a6b971aad5c86880b4d8689c43765633c906f135bd7e4ebc0227005d8,32280,32280
public_release/spine-divider-residuals/manuscript/figures/Fig4_passive_domain.svg,unchanged,e7aa5887c28d0d397429c2cfdc9ac2d6aab5f64a8e9f502765d531895f13c9ba,e7aa5887c28d0d397429c2cfdc9ac2d6aab5f64a8e9f502765d531895f13c9ba,14154,14154
public_release/spine-divider-residuals/manuscript/figures/Fig5A_passive_somatic.svg,unchanged,aeaf677b1e1110be670230b75ae96c6630f585891567d49450bb7f4f5cd64d50,aeaf677b1e1110be670230b75ae96c6630f585891567d49450bb7f4f5cd64d50,2628,2628
public_release/spine-divider-residuals/manuscript/figures/Fig5B_dynamic_smi.svg,unchanged,5d2daa40368209f12f1e9de0738689b51358456f3fe39748d5abb67d01ac02e1,5d2daa40368209f12f1e9de0738689b51358456f3fe39748d5abb67d01ac02e1,848,848
public_release/spine-divider-residuals/manuscript/figures/Fig5_passive_limitations.pdf,unchanged,baab7153689535e4af172e518bd1981a7f484b29d7db953cb7e59510d45b5e38,baab7153689535e4af172e518bd1981a7f484b29d7db953cb7e59510d45b5e38,6846,6846
public_release/spine-divider-residuals/manuscript/figures/Fig5_passive_limitations.png,unchanged,2f4bdd11a3f90023bb5d136d7ff96db4da501f06052ac16d0f64f092919daab9,2f4bdd11a3f90023bb5d136d7ff96db4da501f06052ac16d0f64f092919daab9,30834,30834
public_release/spine-divider-residuals/manuscript/figures/Fig5_passive_limitations.svg,unchanged,20ae2be3a098d7740e4391815b23ac650b828aaa521a788a8a1002f981fc6f27,20ae2be3a098d7740e4391815b23ac650b828aaa521a788a8a1002f981fc6f27,19328,19328
public_release/spine-divider-residuals/manuscript/figures/Fig6A_active_local.svg,unchanged,25e2a21a7e434a57b1b2b692a1770750d512ff090277430f538d6a0330ce71d7,25e2a21a7e434a57b1b2b692a1770750d512ff090277430f538d6a0330ce71d7,4363,4363
public_release/spine-divider-residuals/manuscript/figures/Fig6B_active_amplitude.svg,unchanged,80bb719dc59167432b3899adf3117b0bbacb41a50799b95af94b3b40f849f4b1,80bb719dc59167432b3899adf3117b0bbacb41a50799b95af94b3b40f849f4b1,4361,4361
public_release/spine-divider-residuals/manuscript/figures/Fig6_active_domain.pdf,unchanged,b67dd84c06a3e7a7fec2a141dc5a8ce57f2a261dad4fe151898d9124fbebb27f,b67dd84c06a3e7a7fec2a141dc5a8ce57f2a261dad4fe151898d9124fbebb27f,9814,9814
public_release/spine-divider-residuals/manuscript/figures/Fig6_active_domain.png,unchanged,bd3e62d616b08cc921777b78317a8fc320792c087f67d2e2ac004b10fa709537,bd3e62d616b08cc921777b78317a8fc320792c087f67d2e2ac004b10fa709537,31230,31230
public_release/spine-divider-residuals/manuscript/figures/Fig6_active_domain.svg,unchanged,f367505b5b347a6d61fe13c39f727d86b26555ad08a765e92ffe6c74b5c98b27,f367505b5b347a6d61fe13c39f727d86b26555ad08a765e92ffe6c74b5c98b27,23857,23857
public_release/spine-divider-residuals/manuscript/figures/Fig7A_smi_convergence.svg,unchanged,08e30b906538110ef4ce399e87390999a43fee36a150013f723f1077b897ee5c,08e30b906538110ef4ce399e87390999a43fee36a150013f723f1077b897ee5c,642,642
public_release/spine-divider-residuals/manuscript/figures/Fig7B_radius_flips.svg,unchanged,e8280701f7060d1c7f9d1857deb8c175f129519352bdc0929d5521427cc9387c,e8280701f7060d1c7f9d1857deb8c175f129519352bdc0929d5521427cc9387c,668,668
public_release/spine-divider-residuals/manuscript/figures/Fig7_uncertainty_radius.pdf,unchanged,5032b1c8f50950e51edcac814679ebe8cc0c03baf2fda180fce3b6f6c672c1b3,5032b1c8f50950e51edcac814679ebe8cc0c03baf2fda180fce3b6f6c672c1b3,4601,4601
public_release/spine-divider-residuals/manuscript/figures/Fig7_uncertainty_radius.png,unchanged,9fe13143eb58dd99b56dc44a3db1bc7bac2028911a01ed6750de7436edd74cba,9fe13143eb58dd99b56dc44a3db1bc7bac2028911a01ed6750de7436edd74cba,33900,33900
public_release/spine-divider-residuals/manuscript/figures/Fig7_uncertainty_radius.svg,unchanged,112be7824598ee196413c150460c052fcd6b1fa61103aa191ed256ac3649528e,112be7824598ee196413c150460c052fcd6b1fa61103aa191ed256ac3649528e,18166,18166
public_release/spine-divider-residuals/manuscript/figures/Fig8A_amplitude_counterexamples.svg,unchanged,7351bbc3a1c3a161c2b6488a1afade1fc17a123712accfe9d73abcf061722b77,7351bbc3a1c3a161c2b6488a1afade1fc17a123712accfe9d73abcf061722b77,668,668
public_release/spine-divider-residuals/manuscript/figures/Fig8B_predictor_stability.svg,unchanged,45e051593d110081d2fcdee53dc42797d27c0bffc713ead0bfd20a939ca53210,45e051593d110081d2fcdee53dc42797d27c0bffc713ead0bfd20a939ca53210,662,662
public_release/spine-divider-residuals/manuscript/figures/Fig8_summary.pdf,unchanged,009059b6a657ab7614d0516e7164bba1ba40939973f9ef47e15920c7e2d58f56,009059b6a657ab7614d0516e7164bba1ba40939973f9ef47e15920c7e2d58f56,3204,3204
public_release/spine-divider-residuals/manuscript/figures/Fig8_summary.png,unchanged,b075c2ddb43c7b6bf632848674500114523b8a1c9a71a6c7ab9ff9335b354c3d,b075c2ddb43c7b6bf632848674500114523b8a1c9a71a6c7ab9ff9335b354c3d,49695,49695
public_release/spine-divider-residuals/manuscript/figures/Fig8_summary.svg,unchanged,7f232d8f8407e68e28b12737f80a5992b6f21725f11ae7e9eab69cef6f8f6874,7f232d8f8407e68e28b12737f80a5992b6f21725f11ae7e9eab69cef6f8f6874,10327,10327
public_release/spine-divider-residuals/manuscript/figures/FigS1_fixed_load_heatmap.pdf,unchanged,16ffe01e491430483fac530542fc27d3e599b2485a087e8aa5adb12f93460bd6,16ffe01e491430483fac530542fc27d3e599b2485a087e8aa5adb12f93460bd6,6348,6348
public_release/spine-divider-residuals/manuscript/figures/FigS1_fixed_load_heatmap.png,unchanged,83b93e2514ed56b0da50427877f9e4bfa0e0ec8eb4ce5d5b1b9289d11118d72e,83b93e2514ed56b0da50427877f9e4bfa0e0ec8eb4ce5d5b1b9289d11118d72e,22857,22857
public_release/spine-divider-residuals/manuscript/figures/FigS1_fixed_load_heatmap.svg,unchanged,e1b113903cf64af6d700b587c2ac3fc5c39f01c324c2b6acd12344cc2d688c2d,e1b113903cf64af6d700b587c2ac3fc5c39f01c324c2b6acd12344cc2d688c2d,58551,58551
public_release/spine-divider-residuals/manuscript/figures/FigS2_dt_convergence.pdf,unchanged,2df5fd90165aa34ac28b5c0f160452432399818b18bc41a746671ffeb0186b90,2df5fd90165aa34ac28b5c0f160452432399818b18bc41a746671ffeb0186b90,2083,2083
public_release/spine-divider-residuals/manuscript/figures/FigS2_dt_convergence.png,unchanged,6ae83d2cf46c6e0c59d8caa95041813403470cb04e79ddfc8d06ec5ca01cf049,6ae83d2cf46c6e0c59d8caa95041813403470cb04e79ddfc8d06ec5ca01cf049,12672,12672
public_release/spine-divider-residuals/manuscript/figures/FigS2_dt_convergence.svg,unchanged,9747da72b874aac4df8ac071cd7e8f1a1dc6d2d90a10ae040d0f30020f182bae,9747da72b874aac4df8ac071cd7e8f1a1dc6d2d90a10ae040d0f30020f182bae,3113,3113
public_release/spine-divider-residuals/manuscript/figures/FigS3_spatial_convergence.pdf,unchanged,3d6df0bf416ad28b0de017f80a52ad0f802ad16c91f55d0cc8a1dee9c601d31e,3d6df0bf416ad28b0de017f80a52ad0f802ad16c91f55d0cc8a1dee9c601d31e,2151,2151
public_release/spine-divider-residuals/manuscript/figures/FigS3_spatial_convergence.png,unchanged,64cb12de67c4dd081302cbc802bba10dee07fad0b37fd2500dff5cac92f021e2,64cb12de67c4dd081302cbc802bba10dee07fad0b37fd2500dff5cac92f021e2,14674,14674
public_release/spine-divider-residuals/manuscript/figures/FigS3_spatial_convergence.svg,unchanged,7391fb0d2ba4461f588977b26cc9e8ef33f457fafaf0cda830b4f7c94df25abb,7391fb0d2ba4461f588977b26cc9e8ef33f457fafaf0cda830b4f7c94df25abb,3806,3806
public_release/spine-divider-residuals/manuscript/figures/FigS4_neck_models.pdf,unchanged,0955317242173f1f432d2ce26cfa6b6cf4e49d81e7e7e8f4b627732c94eec446,0955317242173f1f432d2ce26cfa6b6cf4e49d81e7e7e8f4b627732c94eec446,2280,2280
public_release/spine-divider-residuals/manuscript/figures/FigS4_neck_models.png,unchanged,34f29091309f42831b5aa2045b7a1a96af345e8438a135e12f5453fea0e59f3e,34f29091309f42831b5aa2045b7a1a96af345e8438a135e12f5453fea0e59f3e,11926,11926
public_release/spine-divider-residuals/manuscript/figures/FigS4_neck_models.svg,unchanged,5f791708cf1c8cc85ed172dd9355ab9d099ece1b10ee30210e4a5b6d2cd40fca,5f791708cf1c8cc85ed172dd9355ab9d099ece1b10ee30210e4a5b6d2cd40fca,4247,4247
public_release/spine-divider-residuals/manuscript/figures/FigS5_smi_interval_width.pdf,unchanged,b754b8adfbd27f5db178cecd898bf37d40fa4a820ce5bd6a2d169bd54cdf2917,b754b8adfbd27f5db178cecd898bf37d40fa4a820ce5bd6a2d169bd54cdf2917,2232,2232
public_release/spine-divider-residuals/manuscript/figures/FigS5_smi_interval_width.png,unchanged,1cef376601ea14ef444116657766a73b068a550817d8bb99b9a60d1d09ec4c1a,1cef376601ea14ef444116657766a73b068a550817d8bb99b9a60d1d09ec4c1a,13345,13345
public_release/spine-divider-residuals/manuscript/figures/FigS5_smi_interval_width.svg,unchanged,573b414d1df3f62b6837b3dec77a50c6e8c2b31998e06330b8cad23713c506b9,573b414d1df3f62b6837b3dec77a50c6e8c2b31998e06330b8cad23713c506b9,4101,4101
public_release/spine-divider-residuals/manuscript/figures/FigS6_active_protocol_strength.pdf,unchanged,d36be6f615ff519e90052ef76723a2dc13723ab37e9913f09855564e32f987ca,d36be6f615ff519e90052ef76723a2dc13723ab37e9913f09855564e32f987ca,3069,3069
public_release/spine-divider-residuals/manuscript/figures/FigS6_active_protocol_strength.png,unchanged,51bb131ef274a38939bc07ab7bb5715b8285f5703bb61e622fe49896d2c114e2,51bb131ef274a38939bc07ab7bb5715b8285f5703bb61e622fe49896d2c114e2,14535,14535
public_release/spine-divider-residuals/manuscript/figures/FigS6_active_protocol_strength.svg,unchanged,c11492652a85cb0185ec070f823dd74c48f75ec4553aee32b68b0e9978d0ce06,c11492652a85cb0185ec070f823dd74c48f75ec4553aee32b68b0e9978d0ce06,6121,6121
public_release/spine-divider-residuals/manuscript/figures/FigS7_active_impedance.pdf,unchanged,7a34da0a2b59ac386e203a057df3f83c61b3572329277cd81942a3b26dc436d0,7a34da0a2b59ac386e203a057df3f83c61b3572329277cd81942a3b26dc436d0,2664,2664
public_release/spine-divider-residuals/manuscript/figures/FigS7_active_impedance.png,unchanged,d8d6a8e19d2dbf922416b579b94324de1439ff42c0b2c6d49c1738af333422fd,d8d6a8e19d2dbf922416b579b94324de1439ff42c0b2c6d49c1738af333422fd,12744,12744
public_release/spine-divider-residuals/manuscript/figures/FigS7_active_impedance.svg,unchanged,c6d9226e66141307463223ea33e1eac50bd189fa67564e2266e83512ce3a89b8,c6d9226e66141307463223ea33e1eac50bd189fa67564e2266e83512ce3a89b8,5034,5034
public_release/spine-divider-residuals/manuscript/figures/FigS8_phase06_smi_amplitude.pdf,unchanged,914e00fcebac6dedc9577dacc6cb8d9c9a7a64c2ead02d7c5024dad7ed9b36c3,914e00fcebac6dedc9577dacc6cb8d9c9a7a64c2ead02d7c5024dad7ed9b36c3,3697,3697
public_release/spine-divider-residuals/manuscript/figures/FigS8_phase06_smi_amplitude.png,unchanged,a6c146f129be02f0ed3fe1d05f2404032267d81cded0a2facb79717d6c52e95d,a6c146f129be02f0ed3fe1d05f2404032267d81cded0a2facb79717d6c52e95d,9813,9813
