protected_root,path,size_bytes,sha256
src,src\spine\__pycache__\protocols.cpython-314.pyc,39009,b607b0c99142bc6a2bd12b24044611935b98b2c04d8dd218e9c8e69582fd8316
src,src\spine\__pycache__\synapses.cpython-312.pyc,14435,c6c1d26c7140236ea774c2c8da7e071d657f4608a5fbb58f68712437281358fc
src,src\spine\__pycache__\synapses.cpython-314.pyc,18101,fb54dd3e05d78f1d06d23cdb5a6873b07dced10e57b07dc0f6e5cb89d7571627
src,src\spine\__pycache__\units.cpython-312.pyc,3712,6e829831f269003fab62cd8000fee5e3a7076c680b038edab9cd5dd8909705e3
src,src\spine\__pycache__\units.cpython-314.pyc,6516,7a5f9d617483a2f5839201169f18870e019e350739360530989151602d5d1b0e
src,src\spine\active.py,12653,1d2cd0aa633fbf9c9da86c71a18febe337d537150e260f0cf5db55835f0e26fc
src,src\spine\channels.py,9262,b65c8dc8ebc7a5f1411dc0af5acd5dfbed1f04234009748817bcbe7b6043d5a7
src,src\spine\cli.py,2735,565549f3f2abeae096fd55aee0757b924eaed65d7fdb5b8ceb118053f3525e4b
src,src\spine\compartments.py,1086,438a7e256391063ac0b817711e86544fe5144990f05a92af3e8e5092b3b2c812
src,src\spine\config.py,702,23213e43ee03972755fb0f0f65902f8157fcd3de11935efc3249266eaeacca0c
src,src\spine\geometry.py,4234,3e74adb91ad11297da96b222ad715852c0a9dcc0be0ae1c46480ae29bd940d68
src,src\spine\impedance.py,10918,c8ee75e9ac7848c6dc78c2d0e9c245a020a1ef052d0b91b1fde98e507b2af483
src,src\spine\io.py,973,3bd7b060658286dc06b11e493b26ec7c81589617733c3936ed798aa4a18d438c
src,src\spine\metrics.py,4279,024af59bed7cb3d8480fb16bcf0d3fd2d301af516d2efd8e62f65b9e5a847722
src,src\spine\morphology.py,9062,f9cf9271f5c88b878b31345459b5e63768b0939748220d0cc70c79c96d53beeb
src,src\spine\network.py,6076,1f0e5cc86c30f1f2d587c1b67c2204ce2327e60ecbd12d75dad56589ae3c50f1
src,src\spine\passive.py,7599,19407d756e08303814ebc163d82641b7a66b684127f6b15632dc23f8d4c94254
src,src\spine\phase03.py,29746,154e151a214b7ce94ce37bfb81570de2d7d7c58d3bd86cc6ff12002a1fc4cf7b
src,src\spine\phase04.py,31793,1ed00065e85430996f7831c3085cdc545d39013e55bc6cf8a5deda295f344736
src,src\spine\phase05.py,42586,6be8dc3faa6c234992f2ed37d42510ad04629c8f4cba581d210240a601cd0423
src,src\spine\phase05_1.py,25716,69b0d453e58ec668964ea716babc092c0a31c382aa054e62b12eaad4be6744db
src,src\spine\phase06.py,45802,016cfbcec53db54dcea3bf2570bcc3650e28b8cf176b0bc7c5b2bc11a7cc4282
src,src\spine\plotting.py,1159,95c26eb9924eff36868f963a089d95aa974d514b418e88d3416f741cdfe2c38f
src,src\spine\protocols.py,26719,5979da336c50cd03881d588a4a9b8f6de74070129d7128ffee5481358938009e
src,src\spine\sensitivity.py,67,31cef7f9022da0a5c9404d139d455b50c93a7175e2fe07e217f3064bf80d140c
src,src\spine\solvers.py,130,2d6370b6ce09dd212086130c06fc63a624512df178629b1572ff2e04c3abf9c0
src,src\spine\sweeps.py,67,538b6d8ed78eb6d6b4a0d07c13c5776d1373b76a610b550a284ea031ec993ff4
src,src\spine\synapses.py,9326,500fdb262c27c54301e04607e123d4f168ba1d36a78ec5391634076e2b881c42
src,src\spine\units.py,2154,03d1758eb421d74c80543894f186683ef1106c81d3867c13ca60e5e7dfec0a45
src,src\spine\validation.py,76,0c40a14ac87df796db6971a3e5d8c7c496c709ce67a876f0333044b706ee1823
configs,configs\active_extension\baseline.toml,978,61a4444201e0bb60b815d87d70442bbe7b3d7aff9be3358bc5f95700557d5075
configs,configs\epilepsy_exploratory\baseline.toml,907,9db6e3424c5c146fb16c79623e3ef925375a7235b57bcf42e2f4e4a411928d00
configs,configs\epilepsy_exploratory\scenarios.toml,1957,bab13ab79516270826c43706be4f8711ced5cf75462d99bcd574ca290b2441bf
configs,configs\manuscript_faithful\baseline.toml,962,40f2b001751cf20bbb7c5339b53f0a17716e08db6b76012ffe70c8c11bd0e115
configs,configs\plausibility_revised\baseline.toml,997,19ff66959ca8586d8aa6ba7886db4c84718093d5a003759baf7db5849c2b274b
tests,tests\__pycache__\test_config.cpython-312.pyc,1621,9775df69924180c1a15978788da37c8e4a8a41bb2d5799d6a2a30c25495070c4
tests,tests\__pycache__\test_config.cpython-314.pyc,1732,b4cf83038fcb0e37574bf842147b77009d7f31ee0b637fd86ddff04bc26b329f
tests,tests\__pycache__\test_import.cpython-312.pyc,661,84429a2fb59c70be339978bda4ea6a3012436b157ae85a56561bac96b0219b21
tests,tests\__pycache__\test_import.cpython-314.pyc,770,3bbda7147d1e0e0beca9e46f2db6539dee002de49b0387ce3cf92c9e34e16702
tests,tests\__pycache__\test_phase01_passive_core.cpython-312.pyc,13538,f36acbd7d3919eb0082673be39547ada31f921a2986ec16cfdb8b61c742b9f3c
tests,tests\__pycache__\test_phase01_passive_core.cpython-314.pyc,14110,95cee5ecbd355ae19ce932b6cb31d41c4b7749037e2c21accbbeb502414b645d
tests,tests\__pycache__\test_phase02_reproduction_outputs.cpython-312.pyc,4659,933c2afece5b53a909c0fbdba5c1a5dea3f87b65b5a0f67f858742accc2f9f07
tests,tests\__pycache__\test_phase02_reproduction_outputs.cpython-314.pyc,5251,86102c02491e7ba34992202559df8fe608713ac49d9fb7b01e3f9dd0be4362be
tests,tests\__pycache__\test_phase03_morphology_impedance.cpython-312.pyc,8912,ff1ebfeba6edf7a0abc721eb3c7cc4856f0346633f534a5fc47d82e8ec87c0e6
tests,tests\__pycache__\test_phase03_morphology_impedance.cpython-314.pyc,9420,d92be6a9088dfa75e6bc8f513aeba186b9d58c7e94a75d7ddde2c741ff6244d7
tests,tests\__pycache__\test_phase04_active_nonlinear.cpython-312.pyc,8845,3a04b6da7823ede744c8730865428e01db0e5a749575583b7d141d2ede9a2d81
tests,tests\__pycache__\test_phase04_active_nonlinear.cpython-314.pyc,9756,3b05366db350808bfb470919da02ba7758df361f79db036ef74fd6cbbef9358d
tests,tests\__pycache__\test_phase05_1_convergence_audit.cpython-312.pyc,7342,e6a3720077864add6066f2187ac46f637c1740b9f9fdee22a48b336bc38ecc17
tests,tests\__pycache__\test_phase05_1_convergence_audit.cpython-314.pyc,8301,499a1662d7b1fe9bea93f7e9f8fa39116366981e0fccd5b1fd538158a93f3d8f
tests,tests\__pycache__\test_phase05_sensitivity_statistics.cpython-312.pyc,9281,1182c3d62ab675821e512aaa012c3b7f0331c4c0d1c9bdb99b3eb278eaf6f3b3
tests,tests\__pycache__\test_phase05_sensitivity_statistics.cpython-314.pyc,10171,5814f238545bb45fe1e879308329dbee2361595036667590233eb768186af0d4
tests,tests\__pycache__\test_phase06_epilepsy_exploratory.cpython-312.pyc,7516,b79faa62280f66aa98572c95322f5fc20072efb8492684b322f423086609efa5
tests,tests\__pycache__\test_phase06_epilepsy_exploratory.cpython-314.pyc,9014,f8564d011865ed2c17e4f643774c4e4fa9100f6cd0561525049365affe794fab
tests,tests\__pycache__\test_phase07_release_package.cpython-312.pyc,6764,e1dc27d44df7280c6d3536e6a7f49bd74d110f98957479d62d4af6905d000bf2
tests,tests\__pycache__\test_phase07_release_package.cpython-314.pyc,8069,dad638aad824ab59059f1abcabf6874dd3af8cde7dd3d35fe0f0b4cd9570c0e1
tests,tests\__pycache__\test_phase08_manuscript_package.cpython-312.pyc,8027,6d2e17731811638c89791e6e2a681c5072765fe6437c3941daef75f3322e5103
tests,tests\__pycache__\test_phase08_manuscript_package.cpython-314.pyc,8575,18061285e0fcd179db26e38cc038cf1245b9246c8b713e5f3ce3b8b1a033e033
tests,tests\__pycache__\test_units.cpython-312.pyc,2144,664406e0407b057ab533900adb18f0bc7eb5062186cc2dbaf8c79717f89fa4e0
tests,tests\__pycache__\test_units.cpython-314.pyc,2268,444419f672415264609328d03408c30831a736fce9311aae246aa1d5f3f0086d
tests,tests\test_config.py,760,820b813b8d707a9b32feae2f35d699684d7f96c30a138d2e6b0db0f7c9431f71
tests,tests\test_import.py,164,78b67735ff3a56dfa1f8f6f398cd5940c62bd5ad9e4897fc9871a464f7a43bd1
tests,tests\test_phase01_passive_core.py,7483,0204abcac10e20848ef2c26241476e9854b32f00347e77af37706f2ece1b60f5
tests,tests\test_phase02_reproduction_outputs.py,2736,619d0e6cb489ef6fefaa8220077a110aae2e28f61ad96fc133aa115499fc2f33
tests,tests\test_phase03_morphology_impedance.py,4612,d5551d9c812bfc34ae50fdc17f9028c03731180fda019720f656c160b3b1f298
tests,tests\test_phase04_active_nonlinear.py,4580,d154f0c8ac61a817dbb65a45fcce6cda705083cd2eb427a69d2f552cfa43b025
tests,tests\test_phase05_1_convergence_audit.py,4552,daa5d7ff94ebda1fb51960ef3133536f311b2b6180bb8b3d0d7ddcea9dfcc84a
tests,tests\test_phase05_sensitivity_statistics.py,5608,39198fb2b6906fc016f3337c1fef76606f32e9ee2c2289d0739b8b8f09622101
tests,tests\test_phase06_epilepsy_exploratory.py,4053,2b04d4cd2c8cb4641de8c1434b3b311f9551ebaf24fa6fabf3b1d99ee2a1d46d
tests,tests\test_phase07_release_package.py,4332,3cce223a4a06f30064d15503d0dd95a3e33bc59d7c62556f5b78339ac615b4de
tests,tests\test_phase08_manuscript_package.py,5100,ebfc373e50bcc5a4d67a3ad59ded52d0d416a4ad66516f5577c58d360939a8b0
tests,tests\test_units.py,1027,63e1d4fd807b4846192c079f03298a3eaa1ac8262359f2e026c19cf404992a81
manuscript,manuscript\__pycache__\render_figure_pdfs.cpython-312.pyc,12398,c7982415f29188d1d84e42a67301f242b8dfafa4aa3e25fd5d9f18c644e13e2f
manuscript,manuscript\__pycache__\render_figure_pdfs.cpython-314.pyc,14842,c511de632d8f0a8863fbd341ec18326d3ec3f35d6ce307ce3f85885216728777
manuscript,manuscript\build.ps1,3008,dd0e59777c56bf43af43a9508c20b192f81c2d6f43b628c439923da544a02315
manuscript,manuscript\build.sh,2253,aa6c95c8aa63994c9c3773ed794303793ea4402dd7e3a374dc34ca5ebc9e7215
manuscript,manuscript\BUILD_INSTRUCTIONS.md,1592,db896ce4183f7cb74a3b39ce3201345d3c653c9879b260a5ec5a21b05e325e35
manuscript,manuscript\CLAIM_TO_SOURCE_LEDGER.csv,7989,fbb2c45fbc6bf606c71597c03b314753eebf2f1e6407ebc3bd1367515c64c44b
manuscript,manuscript\FIGURE_EMBEDDING_REPORT.md,1709,13703e92f5c070fc5b73442f4003cb5f2da90f53c2e7cdf7bc2d14823909360e
manuscript,manuscript\FIGURE_SOURCE_MANIFEST.csv,6341,d9f29041f3adecf14ce968f6266b9d3421d8498ca4ca8a473a77f4836118174c
manuscript,manuscript\figures\Fig1_architecture.pdf,1172374,1db25142b23b34d3978b7172b92b457a6997177d4b4be6c99dd2b0eda9ca37d0
manuscript,manuscript\figures\Fig1_architecture.png,980478,e1e9bbedaab9f6e0f56f498ce069b5a0e840383f4173b95c5b64c15b2da89960
manuscript,manuscript\figures\Fig1_architecture.svg,308,7d7591ca8481c17bac17ac23a402485d50e078a6b34ac655f67b12227af1cd88
manuscript,manuscript\figures\Fig2A_low_trace.svg,333122,af37c5645e962d2814ef453194b831ef1f9b1a2e9931cc2cc10a22ad77bc2b46
manuscript,manuscript\figures\Fig2B_intermediate_trace.svg,333936,6771c4ad3421f13dec3487563f5de3dac750e5e2ffcbd87c859bfab122bdeeda
manuscript,manuscript\figures\Fig2C_high_trace.svg,335436,bc5fa9a9228f5d2c0e6241375d5cf30bb69627d84bc5ab8eae070bd7345e6ac7
manuscript,manuscript\figures\Fig3A_fixed_load_somatic.svg,31501,6911a3157e945b16fcd6022216c085d9410f5d9fc871f0432dc9faf974e2e070
manuscript,manuscript\figures\Fig3B_fixed_load_amplitude.svg,31690,954b1533b483aa59aba07e6ecec37836f5e69e258701ce959db726c2cee469a7
manuscript,manuscript\figures\Fig3C_matched_neck_somatic.svg,3119,d7709e251d6efec7c5aa21de3da44da900e82c753ef0141185c775a45e898a89
manuscript,manuscript\figures\Fig3D_matched_neck_amplitude.svg,3099,57bfb8f3e759585e8982c414a5b8241746d118155c562eb29fa456daa4384b64
manuscript,manuscript\figures\Fig4A_passive_local.svg,2615,a23a1f8a1c22b4c6d522087abe38b24af4a8b2912ab83edc39757e3099ccf3be
manuscript,manuscript\figures\Fig4B_impedance_spectrum.svg,843,cb35b6e29f1680823f3f8acec5ee388f23a67fcfc6a0e1587d0495213ce9f817
manuscript,manuscript\figures\Fig5A_passive_somatic.svg,2628,aeaf677b1e1110be670230b75ae96c6630f585891567d49450bb7f4f5cd64d50
manuscript,manuscript\figures\Fig5B_dynamic_smi.svg,848,5d2daa40368209f12f1e9de0738689b51358456f3fe39748d5abb67d01ac02e1
manuscript,manuscript\figures\Fig6A_active_local.svg,4363,25e2a21a7e434a57b1b2b692a1770750d512ff090277430f538d6a0330ce71d7
manuscript,manuscript\figures\Fig6B_active_amplitude.svg,4361,80bb719dc59167432b3899adf3117b0bbacb41a50799b95af94b3b40f849f4b1
manuscript,manuscript\figures\Fig7A_smi_convergence.svg,642,08e30b906538110ef4ce399e87390999a43fee36a150013f723f1077b897ee5c
manuscript,manuscript\figures\Fig7B_radius_flips.svg,668,e8280701f7060d1c7f9d1857deb8c175f129519352bdc0929d5521427cc9387c
manuscript,manuscript\figures\Fig8A_amplitude_counterexamples.svg,668,7351bbc3a1c3a161c2b6488a1afade1fc17a123712accfe9d73abcf061722b77
manuscript,manuscript\figures\Fig8B_predictor_stability.svg,662,45e051593d110081d2fcdee53dc42797d27c0bffc713ead0bfd20a939ca53210
manuscript,manuscript\figures_pdf\Fig1_architecture.pdf,1172376,b81107cb00a4424045d9ec55a9015e0193e031d6442121d6a96287d127902aca
manuscript,manuscript\figures_pdf\Fig2A_low_trace.pdf,130471,f6213713d21e77374e345e91fd2068211e353773b6f1b3e9c2b67352341f004f
manuscript,manuscript\figures_pdf\Fig2B_intermediate_trace.pdf,125900,9881457e446c65c6bf3c62f9523cb3364004e6683ee588c93e9066e9d8902610
manuscript,manuscript\figures_pdf\Fig2C_high_trace.pdf,94484,76f8bd9b7e9f1ccfb82b7bcb6fc1dbcc17b6d98a38f9df790fe47d5fdec384ff
manuscript,manuscript\figures_pdf\Fig3A_fixed_load_somatic.pdf,32297,aefea695a015c847ac435e39df051c1b4af81ab0b5f019a0cf18bf51d8d127e1
manuscript,manuscript\figures_pdf\Fig3B_fixed_load_amplitude.pdf,31613,b6df5e8cd14f81b32a3ef389b419460e61740e6bd0c474497deee6cb177d64a9
manuscript,manuscript\figures_pdf\Fig3C_matched_neck_somatic.pdf,4098,0d7fed4500ec1b7d55fe183049e8c2f475aa17260360250877d331b2feb83063
manuscript,manuscript\figures_pdf\Fig3D_matched_neck_amplitude.pdf,4078,ff763e758d91dcc2617208e59b979bf7eab0eec08db15cb29f22422a2da07a13
manuscript,manuscript\figures_pdf\Fig4A_passive_local.pdf,3346,c355c329e8112b942312678ffeefcb7edfadcd536f230e1a4392fb36aab63d7d
manuscript,manuscript\figures_pdf\Fig4B_impedance_spectrum.pdf,1697,7734d13ae8c9fc1a637a3c58ca633d20246e15331f54d1e3cdee938506583206
manuscript,manuscript\figures_pdf\Fig5A_passive_somatic.pdf,3369,d582cc2dd6bcce9b1d72ddffc92492dcf83b87ec8b1294b21eeb294c822b4b79
manuscript,manuscript\figures_pdf\Fig5B_dynamic_smi.pdf,1687,bfe953e94bc56d4d94c91f7b4d70091f2b8c82d69673fe28abb02fb7afed1ad6
manuscript,manuscript\figures_pdf\Fig6A_active_local.pdf,4319,84ca76589976348c40049de509dd57cd42c207cdd3889f5f66a453db24080a2e
manuscript,manuscript\figures_pdf\Fig6B_active_amplitude.pdf,4365,549e90160899f26939be49150680b7edb4721c34f2841199e63aeaaa9f63f7aa
manuscript,manuscript\figures_pdf\Fig7A_smi_convergence.pdf,1538,cab576391ff2a3088214e0076b7bc494ad4214ceff029523fa32e7e82625210c
manuscript,manuscript\figures_pdf\Fig7B_radius_flips.pdf,1561,e88bf9ec33805ae2fbbc37b5d93631a4e92b07fc1f853a0b7536ffa666bbce0a
manuscript,manuscript\figures_pdf\Fig8A_amplitude_counterexamples.pdf,1563,e001069afcb622e3490a34ceb0307777ee8694e2378691d58c19ce63dcfdbc2b
manuscript,manuscript\figures_pdf\Fig8B_predictor_stability.pdf,1567,9590de1ebb6bf172481650ddaae2bc416821df39ab03f03085e4198437539118
manuscript,manuscript\figures_publication\Fig1_architecture.pdf,56008,162ccad468b689288f30312c3ef3e9ee626cae42c92ea78982d40db77f00a173
manuscript,manuscript\figures_publication\Fig1_architecture.png,33139,600ed674c83147bc0f87f1852d6a3c964e57f03e7d575f14cb172a9c53cf5d4b
manuscript,manuscript\figures_publication\Fig1_architecture.svg,6676,b470af1ac7b42fcba92a7a7480fb0bca3ab8c98f4b015f377b7475064e1cbac3
manuscript,manuscript\figures_publication\Fig2_baseline_traces.pdf,78215,c007a47e8a91e32733d69e3a97969647003fda53a29d9214eb04be82d8aef163
manuscript,manuscript\figures_publication\Fig2_baseline_traces.png,25110,a86f5737c67998b6c31b8621fcd66f3c8a9d77bb3a04ba8d86a9c9d2bd09db96
manuscript,manuscript\figures_publication\Fig2_baseline_traces.svg,1194114,e94bc84e209fdf3b38761d300122433b1ee15f82cc33229903100f8f775cb4e6
manuscript,manuscript\figures_publication\Fig3_divider_residuals.pdf,130582,42d6f9b68fe1bdbe05600e7d173099324e2b99dedaeb478fb17804eb1871c301
manuscript,manuscript\figures_publication\Fig3_divider_residuals.png,618218,016d1042588af951b5979e58f01fcb0a3485766f41a42dfb18b92d3e8425d932
manuscript,manuscript\figures_publication\Fig3_divider_residuals.svg,1305365,0290dd78d2437e5e20db111739aa0c9fe0cd85de255b224bd102d44caf1adaa8
manuscript,manuscript\figures_publication\Fig3_load_normalization.pdf,85911,2c983f47d011231bd8bc900188e13cfe172633e213fddddd7ba302e5bb955dad
manuscript,manuscript\figures_publication\Fig3_load_normalization.png,32419,9e2246ed34ec45277ffddbcfa967e77457b68645d7fb00f5ad93dae6a58dbc9f
manuscript,manuscript\figures_publication\Fig3_load_normalization.svg,97936,6f1db2e8d194c86531a8b4bc14af885cc54bede5c730cf7f291e5722f3568393
manuscript,manuscript\figures_publication\Fig4_passive_domain.pdf,83468,a44d32086ed56b2e90e198a3e314d6da0373468cc5bdb00b05660dc7758b6388
manuscript,manuscript\figures_publication\Fig4_passive_domain.png,32132,952ab9f7219d0f7f260a8211085a980d2a36cbd3f4e36c423568c2c8fb0befb7
manuscript,manuscript\figures_publication\Fig4_passive_domain.svg,14156,c36b726c07b141aded3bb31936a19bef90e541a2900c85b56a5a898c7093c5eb
manuscript,manuscript\figures_publication\Fig5_passive_limitations.pdf,89337,f49533973532c1f3a0588d34e4a32873687c80df11fa381771c762d5742e5032
manuscript,manuscript\figures_publication\Fig5_passive_limitations.png,30748,3a94a9d0347bc01c971f8585dc3eaf5c5000f59e953d928c3b250822671920c6
manuscript,manuscript\figures_publication\Fig5_passive_limitations.svg,19332,e0556eca7ee6abfd54a2de9940304057652dd32ae682cc1a258d5866225008b4
manuscript,manuscript\figures_publication\Fig6_active_domain.pdf,86585,99a9f4fa666ef7c46962ab35a7ad310a32aa16bbd92d52ac633fdc130285ec8f
manuscript,manuscript\figures_publication\Fig6_active_domain.png,31134,a57712a861f18a6ce8b0ce9071b854163bf4c507289bb847da035abff0d6c9cc
manuscript,manuscript\figures_publication\Fig6_active_domain.svg,23861,d2c75967536dbf9302020f9694a37ba5ec34d8bc43ff639a0745ef7ca5a9769e
manuscript,manuscript\figures_publication\Fig7_uncertainty_radius.pdf,83047,53a2bfbc8355e2eaa82f7e3bce9cb250e88737b260929be97f6ea93b1a0cf8ec
manuscript,manuscript\figures_publication\Fig7_uncertainty_radius.png,33625,7ff23c644f40ba11cad2902a9f13656642d6dacf6a431a45e411bddf731d9de6
manuscript,manuscript\figures_publication\Fig7_uncertainty_radius.svg,18170,fdaaff1769b32019055f34c2518715b54847b750c7e43d39be9179fed2207e97
manuscript,manuscript\figures_publication\Fig8_summary.pdf,93692,e2a1da6829971f3c146304aee937ecae026f373482e960f5f907c27212860e26
manuscript,manuscript\figures_publication\Fig8_summary.png,49360,f891b5dd148eaa5b973a029ad6f9e755740987cd1a86be838fa4580df1394533
manuscript,manuscript\figures_publication\Fig8_summary.svg,10331,6a78cb8d6b2f49ec5178eb14fa1254b761f11ab32861570ebf07b86ddba6fedc
manuscript,manuscript\figures_publication\FigS1_fixed_load_heatmap.pdf,76982,a347a10de56fe410c572752d78f9ba261db68154dff7022d8679fa356e214b35
manuscript,manuscript\figures_publication\FigS1_fixed_load_heatmap.png,22857,83b93e2514ed56b0da50427877f9e4bfa0e0ec8eb4ce5d5b1b9289d11118d72e
manuscript,manuscript\figures_publication\FigS1_fixed_load_heatmap.svg,58551,e1b113903cf64af6d700b587c2ac3fc5c39f01c324c2b6acd12344cc2d688c2d
manuscript,manuscript\figures_publication\FigS2_dt_convergence.pdf,30597,aabc6ec3a1c842c6a25b1e0e42bd98eb06f7a11b754011c79a28d9fd39e522bb
manuscript,manuscript\figures_publication\FigS2_dt_convergence.png,12672,6ae83d2cf46c6e0c59d8caa95041813403470cb04e79ddfc8d06ec5ca01cf049
manuscript,manuscript\figures_publication\FigS2_dt_convergence.svg,3113,9747da72b874aac4df8ac071cd7e8f1a1dc6d2d90a10ae040d0f30020f182bae
manuscript,manuscript\figures_publication\FigS3_spatial_convergence.pdf,31330,f1f0a9885a43315fc26c1c04f14d4a1ecf25ac4595b682ea055635625d50dfb5
manuscript,manuscript\figures_publication\FigS3_spatial_convergence.png,14674,64cb12de67c4dd081302cbc802bba10dee07fad0b37fd2500dff5cac92f021e2
manuscript,manuscript\figures_publication\FigS3_spatial_convergence.svg,3806,7391fb0d2ba4461f588977b26cc9e8ef33f457fafaf0cda830b4f7c94df25abb
manuscript,manuscript\figures_publication\FigS4_neck_models.pdf,28060,7c92f0970c35fcbf8c666a780687c1ab3d7fb436c6b0168f4ed9521b48ff7b82
manuscript,manuscript\figures_publication\FigS4_neck_models.png,11926,34f29091309f42831b5aa2045b7a1a96af345e8438a135e12f5453fea0e59f3e
manuscript,manuscript\figures_publication\FigS4_neck_models.svg,4247,5f791708cf1c8cc85ed172dd9355ab9d099ece1b10ee30210e4a5b6d2cd40fca
manuscript,manuscript\figures_publication\FigS5_smi_interval_width.pdf,28874,e0cb1d24d109cb396156778ccd5dc753bffcf78c5469fed8309f93ecc4b06dc7
