phase2_row_id,dataset,regime,condition,source_file,row_id,R_neck_Mohm,R_in_d_omitted_Mohm,R_in_d_attached_Mohm,absolute_difference_Mohm,relative_difference,head_radius_um,head_leak_nS,head_leak_resistance_Mohm,SMI_omitted,SMI_attached,SMI_relative_change,Gamma_divider_omitted,Gamma_divider_attached,Gamma_divider_difference,SMI_class_omitted,SMI_class_attached,class_assignment_changed,method,caveat
17,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_10,results\phase02\Figure3_geometry_sweep.csv,10,1.45010860888413,144.48669201520914,144.4865956050919,-9.641011723715565e-05,-6.672594956150508e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.010036278003592794,0.01003628470039906,6.672599407249896e-07,0.9900634479947293,0.9900634414303483,-6.564381038742795e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
18,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_11,results\phase02\Figure3_geometry_sweep.csv,11,1.2516187836960255,144.48669201520914,144.4865956050918,-9.641011735084248e-05,-6.672594964018834e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.008662519476633018,0.008662525256785259,6.67259941650289e-07,0.9914118753206694,0.9914118696393721,-5.681297321480372e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
19,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_12,results\phase02\Figure3_geometry_sweep.csv,12,1.091259222198888,144.48669201520914,144.48659560509174,-9.64101174076859e-05,-6.672594967952998e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.007552662511534408,0.007552667551123557,6.672599420324552e-07,0.9925039526046135,0.9925039476402951,-4.964318400801915e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
20,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_13,results\phase02\Figure3_geometry_sweep.csv,13,0.95985389515477,144.48669201520914,144.48659560509168,-9.641011746452932e-05,-6.67259497188716e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.006643199326992223,0.006643203759733024,6.672599425316593e-07,0.9934006415267757,0.9934006371523483,-4.374427375886114e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
21,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_14,results\phase02\Figure3_geometry_sweep.csv,14,0.850829701789798,144.48669201520914,144.48659560509162,-9.641011752137274e-05,-6.672594975821323e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.0058886371465978115,0.005888641075849498,6.672599428955792e-07,0.9941458359015745,0.9941458320181932,-3.8833812832095305e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
22,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_15,results\phase02\Figure3_geometry_sweep.csv,15,0.7593782020496062,144.48669201520914,144.4865956050916,-9.641011754979445e-05,-6.672594977788404e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.005255696503659116,0.005255700010574865,6.672599429350966e-07,0.9947717814264183,0.9947717779560767,-3.470341569666857e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
23,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_16,results\phase02\Figure3_geometry_sweep.csv,16,0.6819161974559319,144.48669201520914,144.48659560509157,-9.641011757821616e-05,-6.672594979755486e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.004719577892918686,0.004719581042103963,6.672599432800741e-07,0.9953025918905486,0.9953025887708801,-3.1196685235101995e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
24,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_17,results\phase02\Figure3_geometry_sweep.csv,17,0.6157293215896584,144.48669201520914,144.4865956050915,-9.641011763505958e-05,-6.672594983689649e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.0042614950415284245,0.004261497885053366,6.67259943714748e-07,0.9957565882366601,0.9957565854172167,-2.8194434564809967e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
25,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_18,results\phase02\Figure3_geometry_sweep.csv,18,0.5587309723216023,144.48669201520914,144.4865956050915,-9.641011763505958e-05,-6.672594983689649e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.003867006466331089,0.003867009046629606,6.672599436847812e-07,0.9961478896692271,0.9961478871087696,-2.560457512679193e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
26,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_19,results\phase02\Figure3_geometry_sweep.csv,19,0.5092958178940651,144.48669201520914,144.48659560509148,-9.641011766348129e-05,-6.67259498565673e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.003524863160687871,0.0035248655126878655,6.672599438004881e-07,0.9964875178582162,0.99648751552271,-2.3355062328533904e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
27,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_20,results\phase02\Figure3_geometry_sweep.csv,20,51.96896100959847,144.48669201520914,144.4865956051144,-9.641009475558349e-05,-6.672593400189067e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.3596799143559052,0.3596801543558476,6.67259785271612e-07,0.735467215071505,0.7354670852526731,-1.2981883190654742e-07,intermediate,intermediate,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
28,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_21,results\phase02\Figure3_geometry_sweep.csv,21,29.67713556620568,144.48669201520914,144.48659560510447,-9.641010467476008e-05,-6.672594086700499e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.205397017208213,0.20539715426139668,6.672598538853475e-07,0.8296021856069237,0.8296020912814805,-9.432544312293345e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
29,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_22,results\phase02\Figure3_geometry_sweep.csv,22,19.16721818349883,144.48669201520914,144.48659560509978,-9.641010936434213e-05,-6.672594411268941e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.1326573258489524,0.13265741436586456,6.672598862874024e-07,0.8828795586966053,0.882879489699774,-6.899683124839129e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
30,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_23,results\phase02\Figure3_geometry_sweep.csv,23,13.391978196183024,144.48669201520914,144.48659560509722,-9.641011192229598e-05,-6.672594588306273e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.09268658593674038,0.09268664778278282,6.672599040630768e-07,0.9151755067467203,0.9151754549478048,-5.179891549023097e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
31,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_24,results\phase02\Figure3_geometry_sweep.csv,24,9.882063437772509,144.48669201520914,144.48659560509566,-9.641011348549e-05,-6.672594696495755e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.06839428116142551,0.06839432679818774,6.672599149428471e-07,0.9359840441236023,0.9359840041427823,-3.998081998801695e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
32,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_25,results\phase02\Figure3_geometry_sweep.csv,25,7.590822361761688,144.48669201520914,144.48659560509464,-9.641011450867154e-05,-6.672594767310687e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.05253648108271905,0.05253651613820731,6.672599218630458e-07,0.9500858335773064,0.9500858019340123,-3.1643294096106445e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
33,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_26,results\phase02\Figure3_geometry_sweep.csv,26,6.013035964565823,144.48669201520914,144.48659560509392,-9.641011521921428e-05,-6.672594816487724e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.04161653838633714,0.0416165661553855,6.672599268491671e-07,0.9600462004464626,0.960046174852045,-2.559441758531733e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
34,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_27,results\phase02\Figure3_geometry_sweep.csv,27,4.880539782639191,144.48669201520914,144.4865956050934,-9.641011573080505e-05,-6.67259485189519e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.03377847270616072,0.03377849524518206,6.67259930305771e-07,0.9673252310838534,0.9673252099936837,-2.109016972173805e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
35,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_28,results\phase02\Figure3_geometry_sweep.csv,28,4.0402715754861465,144.48669201520914,144.48659560509304,-9.641011610028727e-05,-6.672594877467249e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.02796293221981201,0.02796295087835629,6.67259932985541e-07,0.972797723202501,0.9727977055452601,-1.765724089164422e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
36,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_29,results\phase02\Figure3_geometry_sweep.csv,29,3.399700263678949,144.48669201520914,144.48659560509276,-9.641011638450436e-05,-6.672594897138065e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.02352950445651483,0.02352952015681044,6.6725993491383e-07,0.97701140577378,0.9770113907870429,-1.498673707356346e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
37,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_30,results\phase02\Figure3_geometry_sweep.csv,30,2.90021721776826,144.48669201520914,144.48659560509256,-9.641011658345633e-05,-6.672594910907635e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.020072556007185587,0.02007256940079803,6.672599362310118e-07,0.9803224232541317,0.980322410382441,-1.2871690713289752e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
38,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_31,results\phase02\Figure3_geometry_sweep.csv,31,2.503237567392051,144.48669201520914,144.48659560509236,-9.64101167824083e-05,-6.672594924677204e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.017325038953266036,0.017325050513570448,6.672599376451644e-07,0.9829700063500926,0.9829699951801792,-1.1169913327613301e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
39,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_32,results\phase02\Figure3_geometry_sweep.csv,32,2.182518444397776,144.48669201520914,144.48659560509222,-9.641011692451684e-05,-6.672594934512612e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.015105325023068815,0.015105335102247064,6.672599387020417e-07,0.9851194505134474,0.985119440732005,-9.781442433798304e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
40,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_33,results\phase02\Figure3_geometry_sweep.csv,33,1.91970779030954,144.48669201520914,144.4865956050921,-9.641011703820368e-05,-6.672594942380938e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.013286398653984446,0.013286407519466008,6.672599395286905e-07,0.9868878150623224,0.9868878064278082,-8.634514214733713e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
41,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_34,results\phase02\Figure3_geometry_sweep.csv,34,1.701659403579596,144.48669201520914,144.486595605092,-9.641011715189052e-05,-6.672594950249264e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.011777274293195623,0.011777282151698964,6.672599402442846e-07,0.9883598153542014,0.9883598076775821,-7.676619229179948e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
42,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_35,results\phase02\Figure3_geometry_sweep.csv,35,1.5187564040992123,144.48669201520914,144.48659560509194,-9.641011720873394e-05,-6.672594954183427e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.010511393007318232,0.010511400021149706,6.672599406246389e-07,0.9895979470592252,0.9895979401905514,-6.868673851911922e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
43,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_36,results\phase02\Figure3_geometry_sweep.csv,36,1.3638323949118638,144.48669201520914,144.48659560509185,-9.641011729399906e-05,-6.672594960084671e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.009439155785837372,0.009439162084207907,6.672599412584994e-07,0.990649108733563,0.9906491025524325,-6.181130496329956e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
44,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_37,results\phase02\Figure3_geometry_sweep.csv,37,1.2314586431793169,144.48669201520914,144.4865956050918,-9.641011735084248e-05,-6.672594964018834e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.008522990083056849,0.008522995770106715,6.67259941679402e-07,0.991549037387482,0.991549031796148,-5.591334062415854e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
45,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_38,results\phase02\Figure3_geometry_sweep.csv,38,1.1174619446432046,144.48669201520914,144.48659560509176,-9.641011737926419e-05,-6.672594965985916e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.007734012932662178,0.007734018093259198,6.672599418903973e-07,0.9923253429641071,0.9923253378824178,-5.0816892915861445e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
46,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_39,results\phase02\Figure3_geometry_sweep.csv,39,1.0185916357881302,144.48669201520914,144.4865956050917,-9.641011743610761e-05,-6.672594969920079e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.007049726321375742,0.00704973102537572,6.672599422010355e-07,0.9929996244106758,0.992999619772305,-4.638370798559777e-09,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
47,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_40,results\phase02\Figure3_geometry_sweep.csv,40,77.9534415143977,144.48669201520914,144.48659560512596,-9.641008318794775e-05,-6.672592599586909e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.5395198715338577,0.5395202315337281,6.672597050689269e-07,0.6495531616644076,0.6495530097735462,-1.5189086133293728e-07,intermediate,intermediate,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
48,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_41,results\phase02\Figure3_geometry_sweep.csv,41,44.51570334930853,144.48669201520914,144.48659560511106,-9.641009808092349e-05,-6.672593630337599e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.3080955258123195,0.308095731392081,6.672598083010397e-07,0.7644701631243681,0.7644700429805668,-1.2014380135205727e-07,intermediate,intermediate,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
49,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_42,results\phase02\Figure3_geometry_sweep.csv,42,28.750827275248245,144.48669201520914,144.48659560510404,-9.641010510108572e-05,-6.672594116206722e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.19898598877342863,0.198986121548791,6.672598567863089e-07,0.8340381033334737,0.8340380109723451,-9.236112863408863e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
50,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_43,results\phase02\Figure3_geometry_sweep.csv,43,20.08796729427453,144.48669201520914,144.48659560510018,-9.64101089664382e-05,-6.672594383729801e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.13902987890511054,0.13902997167417136,6.67259883650144e-07,0.8779400949176569,0.8779400234132364,-7.150442049574934e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
51,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_44,results\phase02\Figure3_geometry_sweep.csv,44,14.82309515665876,144.48669201520914,144.48659560509785,-9.641011129701837e-05,-6.672594545030481e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.10259142174213824,0.10259149019728003,6.672598997923385e-07,0.9069542718008456,0.9069542154919734,-5.630887223162517e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
52,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_45,results\phase02\Figure3_geometry_sweep.csv,45,11.386233542642533,144.48669201520914,144.4865956050963,-9.641011283179068e-05,-6.672594651252881e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.07880472162407857,0.07880477420731005,6.672599102402143e-07,0.9269518198757578,0.9269517746941612,-4.518159657518339e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
53,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_46,results\phase02\Figure3_geometry_sweep.csv,46,9.019553946848736,144.48669201520914,144.48659560509526,-9.641011388339393e-05,-6.672594724034895e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.06242480757950572,0.06242484923307769,6.672599176787943e-07,0.9412430817370252,0.941243044834522,-3.690250316434884e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
54,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_47,results\phase02\Figure3_geometry_sweep.csv,47,7.320809673958784,144.48669201520914,144.4865956050945,-9.641011465078009e-05,-6.672594777146094e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.05066770905924105,0.05066774286777269,6.672599229105235e-07,0.9517757054658047,0.9517756748394347,-3.062636999562329e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
55,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_48,results\phase02\Figure3_geometry_sweep.csv,48,6.060407363229219,144.48669201520914,144.48659560509395,-9.641011519079257e-05,-6.672594814520643e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.04194439832971801,0.041944426317534166,6.672599266991721e-07,0.9597441107251435,0.9597440849453217,-2.5779821832827565e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
56,phase02_fixed_load_geometry_sweep,fixed_load_geometry_sweep,row_49,results\phase02\Figure3_geometry_sweep.csv,49,5.099550395518423,144.48669201520914,144.48659560509353,-9.641011561711821e-05,-6.672594844026865e-07,0.35,4.6181412007769954e-06,216537337.53999367,0.03529425668477224,0.03529428023521547,6.672599295072966e-07,0.9659089611896507,0.9659089392175559,-2.1972094810251974e-08,low,low,False,"DC one-port reconstruction from omitted R_in,d plus passive head leak through neck",Uses existing row descriptors only; not a primary simulation rerun.
