target,regime,best_scalar_descriptor,best_scalar_abs_spearman,SMI_abs_spearman,Gamma_divider_abs_spearman,component_pair_log10_cv_rmse,component_pair_log10_cv_r2,best_descriptive_model,best_descriptive_model_cv_rmse,interpretation
absolute_residual,exploratory_matched_baseline_comparisons,SMI,0.8891294852363679,0.8891294852363679,0.8891294852363679,0.0028595043566561167,0.9267063156480377,component_pair_raw_OLS,0.002702155946963539,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,exploratory_mechanistic_decomposition,SMI,0.7637626158259734,0.7637626158259734,0.7637626158259734,,,Gamma_divider_linear,0.0006509743099104113,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,exploratory_scenario_uncertainty,SMI,0.9971380796192681,0.9971380796192681,0.9971380796192681,0.0016427071273267032,0.9784844572345807,Gamma_divider_linear,0.0009439762769871521,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,exploratory_scenarios,dynamic_SMI_abs,0.9277173833298088,0.8891294852363679,0.8891294852363679,0.0028595043566561167,0.9267063156480377,dynamic_plus_transfer_gain_OLS,0.002183169459629911,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,fixed_load_geometry_sweep,SMI,0.9526145163407271,0.9526145163407271,0.9526145163407271,0.07791143970480045,0.708446957271718,component_pair_log10_OLS,0.07791143970480045,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,global_uncertainty_N96,dynamic_SMI_abs,0.8595248437050147,0.6019220600998455,0.6019220600998455,0.0066644442372742465,0.9347190358885067,component_pair_raw_OLS,0.0063648582582978164,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,matched_neck_heterogeneous_load,SMI,1.0,1.0,1.0,0.006610734339099636,0.9970114969092584,Gamma_divider_linear,0.003056448938481777,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,passive_morphology_challenge,transfer_gain,0.8527246067375862,0.5928409566808246,0.5706939746752938,0.06207977801908501,0.47491956123831724,component_pair_log10_OLS,0.06207977801908501,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,progressive_uncertainty_N192,dynamic_SMI_abs,0.8651672392082983,0.642540699304542,0.642540699304542,0.007794416106111478,0.9247871636479131,component_pair_raw_OLS,0.006978164161167461,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,progressive_uncertainty_N384,dynamic_SMI_abs,0.8466594342553042,0.6147592428407112,0.6147592428407112,0.006709352399495751,0.9283261270567138,synaptic_plus_components_OLS,0.0066737514050671095,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,progressive_uncertainty_N768,dynamic_SMI_abs,0.8553648581663993,0.6315321064336848,0.6315321064336848,0.007276711761010168,0.9237595011396096,synaptic_plus_components_OLS,0.00721197829843224,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,progressive_uncertainty_N96,dynamic_SMI_abs,0.832952403603256,0.5854075395159295,0.5854075395159295,0.006064547090430494,0.9306186914405408,synaptic_plus_components_OLS,0.005969395781898201,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,spatial_convergence,SMI,1.0,1.0,1.0,,,SMI_linear,0.0001220544472392481,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
absolute_residual,timestep_convergence_intermediate,SMI,,,,,,SMI_linear,0.0004468555794421682,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
observed_Gamma_h_to_d,active_nonlinear_challenge,SMI,0.9249061498523895,0.9249061498523895,0.9249061498523895,0.03812272979729553,0.9347063315398186,component_pair_log10_OLS,0.03812272979729553,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,all_nonexploratory,dynamic_SMI_abs,0.9991379526954228,0.948575698179522,0.9485756522457683,0.07181518064204939,0.77051698430128,dynamic_plus_transfer_gain_OLS,0.00608976100675607,"Raw SMI retains local-transfer ordering, but interpretation should stay tied to the divider relation."
observed_Gamma_h_to_d,baseline_reference_targets,SMI,1.0,1.0,1.0,,,Gamma_divider_linear,0.30021024348892844,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,exploratory_matched_baseline_comparisons,log10_R_in_d_Mohm,0.8535247333498628,0.8444318366114655,0.8444318366114655,0.01018183554034064,0.9324327937151098,component_pair_log10_OLS,0.01018183554034064,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,exploratory_mechanistic_decomposition,SMI,0.8455943246644705,0.8455943246644705,0.8455943246644705,,,Gamma_divider_linear,0.0006509743099104314,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,exploratory_scenario_uncertainty,SMI,0.9995498102771884,0.9995498102771884,0.9995498102771884,0.0043108109257706285,0.9766692842395751,Gamma_divider_linear,0.0009439762769872186,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,exploratory_scenarios,dynamic_SMI_abs,0.8945961041329386,0.8444318366114655,0.8444318366114655,0.01018183554034064,0.9324327937151098,dynamic_plus_transfer_gain_OLS,0.007654083163864715,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,fixed_load_geometry_sweep,SMI,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0942773028926375,0.8998280504853067,component_pair_log10_OLS,0.0942773028926375,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,global_uncertainty_N96,dynamic_SMI_abs,0.9987385220482387,0.9145144670702673,0.9145144670702673,0.014429206201852257,0.9418238698352509,dynamic_plus_transfer_gain_OLS,0.006221662787373449,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,matched_neck_heterogeneous_load,SMI,1.0,1.0,1.0,0.0025258910520432223,0.9889143761928589,component_pair_log10_OLS,0.0025258910520432223,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,passive_morphology_challenge,SMI,0.9423418891382008,0.9423418891382008,0.9380069937059361,0.06739154814819209,0.8315754906667574,component_pair_log10_OLS,0.06739154814819209,"Raw SMI retains local-transfer ordering, but interpretation should stay tied to the divider relation."
observed_Gamma_h_to_d,progressive_uncertainty_N192,dynamic_SMI_abs,0.9992264511023722,0.9331496879159836,0.9331496879159836,0.015163377188173715,0.9409876889427815,component_pair_raw_OLS,0.006997317893976929,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,progressive_uncertainty_N384,dynamic_SMI_abs,0.9990747200668432,0.9364966773876269,0.9364966773876269,0.012714725039099976,0.9508152236263905,component_pair_raw_OLS,0.005504144812483973,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,progressive_uncertainty_N768,dynamic_SMI_abs,0.9991071016071024,0.9373234376097958,0.9373234376097958,0.01314493955401164,0.9505215505154523,dynamic_plus_transfer_gain_OLS,0.005955911276968469,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,progressive_uncertainty_N96,dynamic_SMI_abs,0.9967988288708259,0.9229039791697762,0.9229039791697762,0.014470960431582067,0.938960403879752,dynamic_plus_transfer_gain_OLS,0.007384754414575007,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,spatial_convergence,SMI,1.0,1.0,1.0,,,SMI_linear,0.00011908311292661455,Analytic divider transform is the appropriate first-order local-transfer coordinate.
observed_Gamma_h_to_d,timestep_convergence_intermediate,SMI,,,,,,Gamma_divider_linear,0.0004468555794421786,"Raw SMI retains local-transfer ordering, but interpretation should stay tied to the divider relation."
residual,active_nonlinear_challenge,Zin_Mohm,0.7663306990029615,0.5052958166084167,0.5052958166084167,0.03525091038280138,0.48899094688045097,impedance_pair_OLS,0.028299446783042463,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,all_nonexploratory,dynamic_SMI_abs,0.853168249141717,0.7042189868178999,0.7042176413256893,0.0526301992729211,0.4865757987500614,synaptic_plus_components_OLS,0.007013852015468511,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,baseline_reference_targets,SMI,1.0,1.0,1.0,,,log10_R_neck_linear,0.04518773148581091,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,exploratory_matched_baseline_comparisons,log10_R_in_d_Mohm,0.6903508872682713,0.16206917199245188,0.16206917199245188,0.008432799461180297,0.9283184866002616,log10_R_in_d_linear,0.00739852768983588,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,exploratory_mechanistic_decomposition,SMI,0.7637626158259734,0.7637626158259734,0.7637626158259734,,,Gamma_divider_linear,0.0006509743099104113,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,exploratory_scenario_uncertainty,SMI,0.9971380796192681,0.9971380796192681,0.9971380796192681,0.0016427071273267032,0.9784844572345807,Gamma_divider_linear,0.0009439762769871521,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,exploratory_scenarios,transfer_gain,0.8346969818789098,0.16206917199245188,0.16206917199245188,0.008432799461180297,0.9283184866002616,log10_R_in_d_linear,0.00739852768983588,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,fixed_load_geometry_sweep,SMI,0.9526145163407271,0.9526145163407271,0.9526145163407271,0.07791143970480045,0.708446957271718,component_pair_log10_OLS,0.07791143970480045,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,global_uncertainty_N96,dynamic_SMI_abs,0.8595248437050147,0.6019220600998455,0.6019220600998455,0.0066644442372742465,0.9347190358885067,component_pair_raw_OLS,0.0063648582582978164,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,matched_neck_heterogeneous_load,SMI,1.0,1.0,1.0,0.006610734339099636,0.9970114969092584,Gamma_divider_linear,0.003056448938481777,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,passive_morphology_challenge,transfer_gain,0.8527246067375862,0.5928409566808246,0.5706939746752938,0.06207977801908501,0.47491956123831724,component_pair_log10_OLS,0.06207977801908501,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,progressive_uncertainty_N192,dynamic_SMI_abs,0.8651672392082983,0.642540699304542,0.642540699304542,0.007794416106111478,0.9247871636479131,component_pair_raw_OLS,0.006978164161167461,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,progressive_uncertainty_N384,dynamic_SMI_abs,0.8466594342553042,0.6147592428407112,0.6147592428407112,0.006709352399495751,0.9283261270567138,synaptic_plus_components_OLS,0.0066737514050671095,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,progressive_uncertainty_N768,dynamic_SMI_abs,0.8553648581663993,0.6315321064336848,0.6315321064336848,0.007280114563690208,0.9237086252846388,synaptic_plus_components_OLS,0.0072149926919282455,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,progressive_uncertainty_N96,dynamic_SMI_abs,0.832952403603256,0.5854075395159295,0.5854075395159295,0.006064547090430494,0.9306186914405408,synaptic_plus_components_OLS,0.005969395781898201,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,spatial_convergence,SMI,1.0,1.0,1.0,,,SMI_linear,0.0001220544472392481,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
residual,timestep_convergence_intermediate,SMI,,,,,,SMI_linear,0.0004468555794421682,"Residual departures are not a raw-ratio discovery target; compare components, conductance, and impedance descriptors."
